PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Cheng, Y; Dong, FF; Yang, JF; Huang, M; Yang, JJ			Destech Publicat Inc	Cheng, Yue; Dong, Fei-fei; Yang, Jian-feng; Huang, Ming; Yang, Jing-jing			Sensing Characteristics of Cylindrical Metamaterial Array with Toroidal Modes	INTERNATIONAL CONFERENCE ON CONTROL AND AUTOMATION (ICCA 2016)			English	Proceedings Paper	International Conference on Control and Automation (ICCA)	JAN 15-17, 2016	Shenzhen, PEOPLES R CHINA			Sensor; All-dielectric metamaterials; Toroidal dipolar; Terahertz	MICRORING RESONATOR	Due to the unique field configuration of the toroidal modes, the cylindrical dielectric metamaterials with toroidal dipolar response could serve as a platform for sensing. Through changing the parameters of the model resonant frequency can be adjusted flexibly. The terahertz sensing characters are confirmed by the detection of samples such as nitrogen, gasoline, liquid paraffin, oil, glycerol, oil paint and water. It is found that with the increase of the liquid relative dielectric permittivity, the resonant frequency always shifts to the decreasing direction. This work may be helpful for exploring the sensing application of the cylindrical metamaterial array wih toroidal modes.	[Cheng, Yue; Yang, Jian-feng; Huang, Ming; Yang, Jing-jing] Yunnan Univ, Sch Informat Sci & Engn, Wireless Innovat Lab, Kunming 650091, Yunnan, Peoples R China; [Dong, Fei-fei] State Radio Monitoring Ctr, Chengdu Monitoring Stn, Chengdu 611139, Sichuan, Peoples R China	Huang, M (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Wireless Innovat Lab, Kunming 650091, Yunnan, Peoples R China.	huangming@ynu.edu.cn; yangjingjing@ynu.edu.cn						22	0	0	0	0	DESTECH PUBLICATIONS, INC	LANCASTER	439 DUKE STREET, LANCASTER, PA 17602-4967 USA			978-1-60595-329-8				2016							396	401					6	Automation & Control Systems	Automation & Control Systems	BG2PI	WOS:000387547700064					2019-12-05	
B	He, RH; Li, WH; Zhang, MX; Liu, SH; Luo, YY; Qiu, Y; Zhang, QS			IEEE	He, Ruihao; Li, Wenhao; Zhang, Mengxi; Liu, Shenghui; Luo, Yueyun; Qiu, Yong; Zhang, Qisheng			Hardware and Software Implementation of New Induced Polarization Detection System	2016 THIRD INTERNATIONAL CONFERENCE ON DIGITAL INFORMATION PROCESSING, DATA MINING, AND WIRELESS COMMUNICATIONS (DIPDMWC)			English	Proceedings Paper	3rd International Conference on Digital Information Processing, Data Mining, and Wireless Communications (DIPDMWC)	JUL 06-08, 2016	Moscow, RUSSIA			Induced polarization instrument; STM32; sending and receiving; C language		Induced polarization detection system (induced polarization instrument for short) conducts prospecting and solves geological problems by the induced polarization method in electric prospecting. The induced polarization instrument includes hardware and software parts. Hardware is mainly composed of main control unit, transmitter unit and receiver unit and power supply unit. System software implemented with C programming language and completed the development of core drivers and related applications, and can realize the human-machine interaction. The schematic circuit diagram is prepared through Altium Designer software. The instrument is assembled after making PCB, and many field tests are carried out. Test data show that the instrument can properly collect potential information, and meet the design requirements.	[He, Ruihao; Li, Wenhao; Liu, Shenghui; Luo, Yueyun; Qiu, Yong; Zhang, Qisheng] China Univ Geosci, Beijing, Peoples R China; [Zhang, Mengxi] Yunnan Univ, Kunming, Yunnan, Peoples R China	He, RH (reprint author), China Univ Geosci, Beijing, Peoples R China.	168hrh@163.com						11	0	0	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-9379-9				2016							297	301					5	Computer Science, Information Systems; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BF5RD	WOS:000382516300053					2019-12-05	
B	Lu, QN; Yang, JJ; Tang, H; Jin, ZY; Chen, DZ; Huang, M			IEEE	Lu, Qian Nan; Yang, Jing Jing; Tang, Hao; Jin, Zhao Yuan; Chen, De Zhang; Huang, Ming			A Method for On-line Measurment and Calibration of Fixed Radio Monitoring Stations	2016 URSI ASIA-PACIFIC RADIO SCIENCE CONFERENCE (URSI AP-RASC)			English	Proceedings Paper	URSI Asia-Pacific Radio Science Conference (URSI AP-RASC)	AUG 21-25, 2016	Seoul, SOUTH KOREA	KIEES, URSI, Natl Radio Res Agcy, Elect & Telecommunicat Res Inst, Korea Astron & Space Sci Inst, NFRI, EiC, IEEE Antennas & Propagat Soc, IEEE Antennas & Propagat Soc Seoul Chapter, KICS, IEIE, KOFST, SEOUL Metropolitan Govt, Korea Tourism Org, Samsung, LG Innotek, LIG, LG Elect, SK Telecom, Hanwha Thales, Kt, MTG		measurement; calibration; spectrum audit; radio monitoring	SPECTRUM	As the demand for refined spectrum management grows, the need for accurate and reliable radio monitoring data increases accordingly. In this context, the calibration of radio monitoring stations has become a routine work for efficient spectrum management. In this paper, an on-line measurement and calibration method in Open Air Test Site (OATS) is described, followed by experimental verification. The results show that on-line measurement and calibration is very important for improving the accuracy and reliability of radio monitoring data and thus provides effective technical support for spectrum management and audit.	[Lu, Qian Nan; Yang, Jing Jing; Huang, Ming] Yunnan Univ, Wireless Innovat Lab, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China; [Lu, Qian Nan; Tang, Hao; Jin, Zhao Yuan; Chen, De Zhang] Yunnan Prov Ind & Informat Technol Commiss, Kunming, Yunnan, Peoples R China	Yang, JJ (reprint author), Yunnan Univ, Wireless Innovat Lab, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	yangjingjing@ynu.edu.cn; huangming@ynu.edu.cn						8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-8801-6				2016							1334	1336					3	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BG0TH	WOS:000386515800170					2019-12-05	
B	Lu, QN; Yang, JJ; Jin, ZY; Chen, DZ; Huang, M			IEEE	Lu, Qian Nan; Yang, Jing Jing; Jin, Zhao Yuan; Chen, De Zhang; Huang, Ming			State-of-the-art and Challenges of Radio Spectrum Monitoring in Borderlands of China	2016 URSI ASIA-PACIFIC RADIO SCIENCE CONFERENCE (URSI AP-RASC)			English	Proceedings Paper	URSI Asia-Pacific Radio Science Conference (URSI AP-RASC)	AUG 21-25, 2016	Seoul, SOUTH KOREA	KIEES, URSI, Natl Radio Res Agcy, Elect & Telecommunicat Res Inst, Korea Astron & Space Sci Inst, NFRI, EiC, IEEE Antennas & Propagat Soc, IEEE Antennas & Propagat Soc Seoul Chapter, KICS, IEIE, KOFST, SEOUL Metropolitan Govt, Korea Tourism Org, Samsung, LG Innotek, LIG, LG Elect, SK Telecom, Hanwha Thales, Kt, MTG		spectrum monitoring; spectrum sensing; cloud computing; Internet of Things(IoT)		This paper provides an overview of radio spectrum monitoring in borderlands of China. Firstly research background, the motivation, accomplishments are described and then plans for future work in China are presented. Current radio spectrum monitoring systems are man-machine communication systems based on Radio Monitoring Transfer Protocol (RMTP), which are unable to detect and process the radio interference automatically. In order to realize intelligent radio monitoring and spectrum management in the future, we proposed a cloud based spectrum sensing approach using information system architecture.	[Lu, Qian Nan; Yang, Jing Jing; Huang, Ming] Yunnan Univ, Sch Informat Sci & Engn, Wireless Innovat Lab, Kunming, Yunnan, Peoples R China; [Lu, Qian Nan; Jin, Zhao Yuan; Chen, De Zhang] Yunnan Prov Ind & Informat Technol Commiss, Kunming, Yunnan, Peoples R China	Yang, JJ (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Wireless Innovat Lab, Kunming, Yunnan, Peoples R China.	yangjingjing@ynu.edu.cn; huangming@ynu.edu.cn						15	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-8801-6				2016							1636	1638					3	Engineering, Electrical & Electronic; Telecommunications	Engineering; Telecommunications	BG0TH	WOS:000386515800224					2019-12-05	
S	Liu, LJ; Ding, HW; Liu, QL; Zhang, WF; Liu, ZG		Tan, Y; Shi, Y; Li, L		Liu, Longjun; Ding, Hongwei; Liu, Qianlin; Zhang, Weifeng; Liu, Zhenggang			Design of DS/FH Hybrid Spread Spectrum System Based on FPGA	ADVANCES IN SWARM INTELLIGENCE, ICSI 2016, PT II	Lecture Notes in Computer Science		English	Proceedings Paper	7th International Conference on Swarm Intelligence (ICSI)	JUN 25-30, 2016	Bali, INDONESIA	Peking Univ, Xian Jiaotong Liverpool Univ, Shenzhen Univ, Beijing Xinghui Hi Tech Co, IEEE Computat Intelligence Soc, World Federat Soft Comp, Int Neural Network Soc, IEEE Beijing Sect		DS/FH; Spreading codes; Modulation; Demodulation; FPGA		Anti-interference ability is an important index to evaluate the physical fitness of communication system. Compared with general wireless communication systems, the DS/FH Hybrid spread spectrum system has high security and strong ability of anti-interception. This paper presents a design of DS/TH hybrid spread spectrum system based on FPGA. In the design, direct spread spectrum and frequency hopping spread spectrum of the input data is modulated by the spreading code. In the receiver, the pseudo random sequence is used to despread spread spectrum signal after capturing the sync signal. The simulation of the system is implemented by the combination of the hardware circuit description language Verilog HDL and the principle diagram on Quartus II software in the design.	[Liu, Longjun; Ding, Hongwei; Liu, Qianlin; Zhang, Weifeng; Liu, Zhenggang] Yunnan Univ, Sch Informat, Kunming 650500, Yunnan, Peoples R China	Ding, HW (reprint author), Yunnan Univ, Sch Informat, Kunming 650500, Yunnan, Peoples R China.	893817028@qq.com; dhw1964@163.com; liuqianlin@sina.com; 767950080@qq.com; 641846684@qq.com						6	0	0	1	5	SPRINGER INT PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	0302-9743		978-3-319-41009-8; 978-3-319-41008-1	LECT NOTES COMPUT SC			2016	9713						573	580		10.1007/978-3-319-41009-8_62			8	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods	Computer Science	BG0KZ	WOS:000386324000062					2019-12-05	
B	Lei, Z; Xu, Y; Wang, Y; Qu, JT		Liu, YM; Fu, D; Tong, ZX; Bao, ZQ; Tang, B		Lei, Zhen; Xu, Yan; Wang, Yong; Qu, Jun-Tong			Numerical analysis on mechanical behavior of masonry walls strengthened by BFRP	CIVIL ENGINEERING AND URBAN PLANNING IV			English	Proceedings Paper	4th International Conference on Civil Engineering and Urban Planning (CEUP)	JUL 25-27, 2015	Bosen Acad Conf Solut Co Ltd, Beijing, PEOPLES R CHINA		Bosen Acad Conf Solut Co Ltd			Nonlinear FEA models of BFRP-strengthened masonry structure under in-plane loading tests are built by using ABAQUS software, in which large deformation, material nonlinear property and interface property are considered. Here, representative volume element method was used to simplify the simulation of masonry. The numerical simulation results are compared with the experimental results to validate the reliability and accuracy of nonlinear finite analysis. Besides, parameter analysis is conducted to further study the effect of masonry strength, vertical compression, aspect ratio and strengthening amount on the bearing capacity of FRP-strengthened masonry wall.	[Lei, Zhen; Qu, Jun-Tong] Yunnan Univ, Sch Urban Construct & Management, Kunming, Yunnan, Peoples R China; [Xu, Yan] Baoshan Coll, Inst Technol, Baoshan, Yunnan, Peoples R China; [Wang, Yong] Chengdu JZFZ Architectural Design Co Ltd, Chengdu, Sichuan, Peoples R China	Lei, Z (reprint author), Yunnan Univ, Sch Urban Construct & Management, Kunming, Yunnan, Peoples R China.							5	0	0	0	0	CRC PRESS-TAYLOR & FRANCIS GROUP	BOCA RATON	6000 BROKEN SOUND PARKWAY NW, STE 300, BOCA RATON, FL 33487-2742 USA			978-1-315-64515-5; 978-1-138-02903-3				2016							321	325					5	Construction & Building Technology; Engineering, Civil	Construction & Building Technology; Engineering	BG0LT	WOS:000386326000058					2019-12-05	
B	Lei, Z; Xu, Y; Wang, Y; Qu, JT		Liu, YM; Fu, D; Tong, ZX; Bao, ZQ; Tang, B		Lei, Zhen; Xu, Yan; Wang, Yong; Qu, Jun-Tong			Numerical damage analysis of masonry structure strengthened with FRP composite material	CIVIL ENGINEERING AND URBAN PLANNING IV			English	Proceedings Paper	4th International Conference on Civil Engineering and Urban Planning (CEUP)	JUL 25-27, 2015	Bosen Acad Conf Solut Co Ltd, Beijing, PEOPLES R CHINA		Bosen Acad Conf Solut Co Ltd			In this paper, representative volume element is used to present the material composed of brick and mortar to simplify the modeling of masonry structure. A kind of concrete damage plasticity model is chosen for masonry, which can be used for a good simulation of structural damage and failure process. Based on the former experimental test, a finite element model of (FRP-strengthened) masonry structure is built to make a research on the damage analysis in terms of damage contour and damage parameter under the earthquake wave input. The numerical results are compared to the experimental damage phenomenon to verify the effectiveness of numerical analysis.	[Lei, Zhen; Qu, Jun-Tong] Yunnan Univ, Sch Urban Construct & Management, Kunming, Yunnan, Peoples R China; [Xu, Yan] Baoshan Coll, Inst Technol, Baoshan, Yunnan, Peoples R China; [Wang, Yong] Chengdu JZFZ Architectural Design Co Ltd, Chengdu, Sichuan, Peoples R China	Lei, Z (reprint author), Yunnan Univ, Sch Urban Construct & Management, Kunming, Yunnan, Peoples R China.							6	0	0	0	0	CRC PRESS-TAYLOR & FRANCIS GROUP	BOCA RATON	6000 BROKEN SOUND PARKWAY NW, STE 300, BOCA RATON, FL 33487-2742 USA			978-1-315-64515-5; 978-1-138-02903-3				2016							547	550					4	Construction & Building Technology; Engineering, Civil	Construction & Building Technology; Engineering	BG0LT	WOS:000386326000100					2019-12-05	
B	Deng, GB; Deng, Q; Zhang, GS; Chen, EJ; Chen, XL		Wang, Y; Zhao, J		Deng, Guobin; Deng, Qing; Zhang, Gensong; Chen, Erjuan; Chen, Xiaolan			Induced sysmatic resistance of potato to common scab by MeJA	ADVANCES IN ENERGY, ENVIRONMENT AND MATERIALS SCIENCE			English	Proceedings Paper	International Conference on Energy, Environment and Materials Science (EEMS)	AUG 25-26, 2015	Guangzhou, PEOPLES R CHINA				STREPTOMYCES; JASMONATE; THAXTOMIN	Effect of methyl jasmonate (MeJA) on the resistance of potato to common scab was studied in this paper. To elucidate the physiological mechanism of resistance induced by MeJA, the contents of superoxide anion free radical and MDA, and different pigments (chlorophyll a, b and carotenoid) were measured. Also, the activities of pathogen-resistance related Phenylalanine Ammonia Lyase (PAL) and anti-oxygen enzymes Polyphenol Oxidase (PPO), Peroxidase (POD) and Catalase (CAT) were analyzed. The results showed that MeJA can effectively inhibit the growth rate of seedlings, increase the contents of chlorophyll a and b, decrease the MDA level, and promote the activities of enzyme PAL and anti-oxygen enzymes POX, POD and CAT. Thus, MeJA can induce the system resistance of potato to common scab and could be used as anti-pathogenic agent for potato common scab control.	[Deng, Guobin] Southwest Forestry Univ, Yunnan Acad Biodivers, Kunming, Yunnan Province, Peoples R China; [Deng, Qing; Zhang, Gensong] Yunnan Chechuan Biotechnol Co Ltd, Kunming, Yunnan Province, Peoples R China; [Chen, Erjuan; Chen, Xiaolan] Yunnan Univ, Sch Life Sci, Kunming, Yunnan Province, Peoples R China	Deng, GB (reprint author), Southwest Forestry Univ, Yunnan Acad Biodivers, Kunming, Yunnan Province, Peoples R China.							21	0	0	0	4	CRC PRESS-TAYLOR & FRANCIS GROUP	BOCA RATON	6000 BROKEN SOUND PARKWAY NW, STE 300, BOCA RATON, FL 33487-2742 USA			978-1-315-64056-3; 978-1-138-02931-6				2016							155	159					5	Energy & Fuels; Environmental Sciences; Materials Science, Multidisciplinary	Energy & Fuels; Environmental Sciences & Ecology; Materials Science	BF9OY	WOS:000385792000032					2019-12-05	
B	Chen, EJ; Xue, HF; He, YJ; Zhang, XQ; Chen, XL; Deng, GB		Wang, Y; Zhao, J		Chen, Erjuan; Xue, Hongfen; He, Yongjuan; Zhang, Xiaoqian; Chen, Xiaolan; Deng, Guobin			ABA's antioxidant protection role in salt-stressed cells of bloom-forming cyanobacteria Microcystis aeruginosa	ADVANCES IN ENERGY, ENVIRONMENT AND MATERIALS SCIENCE			English	Proceedings Paper	International Conference on Energy, Environment and Materials Science (EEMS)	AUG 25-26, 2015	Guangzhou, PEOPLES R CHINA				ABSCISIC-ACID; TOLERANCE; EVOLUTION	The effect of exogenous Abscisic Acid on salt stress response of bloom-forming cyanobacteria Microcystis aeruginosa was studied in this paper. The results showed that 20 mg . l(-1) exogenous ABA can effectively enhance the resistance ability of M. aeruginosa cells to NaCl stress at the concentration of 0.25 M. Exogenous ABA can restore the growth inhibition in salt-stressed cells. By promoting the Superoxide Dismutase and Glutathione Peroxidase activities and inducing cellular polysaccharides biosynthesis. Exogenous, ABA can effectively help scavenge the excess superoxide radicals in the cells caused by salt stress. Also, NaCl treatment can increase the ABA synthesis in M. aeruginasa cells and secretion into the extrocellular environment. These results indicated that ABA might also play important role in salt-stress response and resistance of bloom-forming cyanobacteria M. aeruginosa.	[Chen, Erjuan; Xue, Hongfen; He, Yongjuan; Zhang, Xiaoqian; Chen, Xiaolan] Yunnan Univ, Sch Life Sci, Kunming, Yunnan Province, Peoples R China; [Deng, Guobin] Southwest Forestry Univ, Yunnan Acad Biodivers, Kunming, Yunnan Province, Peoples R China	Chen, EJ (reprint author), Yunnan Univ, Sch Life Sci, Kunming, Yunnan Province, Peoples R China.							12	0	0	0	0	CRC PRESS-TAYLOR & FRANCIS GROUP	BOCA RATON	6000 BROKEN SOUND PARKWAY NW, STE 300, BOCA RATON, FL 33487-2742 USA			978-1-315-64056-3; 978-1-138-02931-6				2016							613	617					5	Energy & Fuels; Environmental Sciences; Materials Science, Multidisciplinary	Energy & Fuels; Environmental Sciences & Ecology; Materials Science	BF9OY	WOS:000385792000116					2019-12-05	
B	Huang, Y		Khatib, JM		Huang, Yue			SURFACE DIATOM ASSEMBLAGE AND ENVIRONMENTAL INDEX IN FANGCHENG BAY OF THE GULF OF TONKIN	ENERGY, ENVIRONMENTAL & SUSTAINABLE ECOSYSTEM DEVELOPMENT			English	Proceedings Paper	International Conference on Energy, Environmental & Sustainable Ecosystem Development (EESED)	AUG 21-23, 2015	Yunnan, PEOPLES R CHINA			Fangcheng bay; diatom; sea-surface salinity		23 surface diatom sediments are studied from Fangcheng bay. A unimodal method of corre-spondence analysis is carried on and indicates that the diatom assemblage been mainly effected by sea-surface salinity. Four areas are divided by sea-surface salinity gradient. Cyclotella striata/C. stylorum, Thalassionema nitzschioides and T. frauenfeldii can be used as index for high sea-surface salinity and Achnanthes levanderi, Cocconeis disculus, and Navicula minima/N. minuscula are good indicators to low sea-surface salinity.	[Huang, Yue] Yunnan Univ, Karst Int Res Ctr, Kunming, Yunnan, Peoples R China	Huang, Y (reprint author), Yunnan Univ, Karst Int Res Ctr, Kunming, Yunnan, Peoples R China.	Yuehuang@ynu.edu.cn						11	0	0	0	0	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	PO BOX 128 FARRER RD, SINGAPORE 9128, SINGAPORE			978-981-4723-00-8; 978-981-4719-99-5				2016													6	Energy & Fuels; Environmental Sciences	Energy & Fuels; Environmental Sciences & Ecology	BF9OD	WOS:000385790000029					2019-12-05	
B	Li, YQ; Zhao, SD; Chen, S; Liang, H		Khatib, JM		Li, Ya-Qing; Zhao, Si-Dong; Chen, Shi; Liang, Hong			RESEARCH ON EVALUATION OF URBAN PUMPING STATION ENGINEERING AGING	ENERGY, ENVIRONMENTAL & SUSTAINABLE ECOSYSTEM DEVELOPMENT			English	Proceedings Paper	International Conference on Energy, Environmental & Sustainable Ecosystem Development (EESED)	AUG 21-23, 2015	Yunnan, PEOPLES R CHINA			Evaluation of pumping station; AHP; FCE		Only after the objective evaluation of pumping station, can we carry out the reform and renewal of the pumping station, and improve the operating efficiency of the pumping station. In this paper, the model of aging evaluation is established by means of AHP, and combined with FCE, which is a method combined with quantitative and qualitative analysis. It evaluates the aging degree of pumping station objectively. Get the pumping station information according to the actual situation of Kunming and use the evaluating model, we have evaluated the aging degree of Kunming pumping station which is "Moderate aging".	[Li, Ya-Qing; Zhao, Si-Dong; Chen, Shi; Liang, Hong] Yunnan Univ, Informat Coll, Kunming, Yunnan, Peoples R China; [Zhao, Si-Dong] Kunming Drainage Facil Management Co Ltd, Kunming, Peoples R China	Li, YQ (reprint author), Yunnan Univ, Informat Coll, Kunming, Yunnan, Peoples R China.	zhlyqing@sina.com						5	0	0	0	2	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	PO BOX 128 FARRER RD, SINGAPORE 9128, SINGAPORE			978-981-4723-00-8; 978-981-4719-99-5				2016													8	Energy & Fuels; Environmental Sciences	Energy & Fuels; Environmental Sciences & Ecology	BF9OD	WOS:000385790000013					2019-12-05	
S	Wang, WD; Wang, JX; Wang, J		Wang, Q; Li, M		Wang, Wei Dong; Wang, Jun Xian; Wang, Jing			Design of Mobile Phone Screen Display System Based on FPGA	PROCEEDINGS OF THE 2015 5TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCES AND AUTOMATION ENGINEERING	ACSR-Advances in Comptuer Science Research		English	Proceedings Paper	5th International Conference on Computer Sciences and Automation Engineering (ICCSAE)	NOV 14-15, 2015	Sanya, PEOPLES R CHINA			FPGA; Mobile phone screen; Image display		In the current market, the mobile phone screen is often used for intelligent terminals, but it is very little used in the industrial and military applications are very few. In this paper, combining TKIS-I helmet color image sonar displayed on the phone screen project, we designed a FPGA-based phone screen display system, which can be achieved the display of high resolution images. This design which need only to modify the image display portion of the code can be applied to other areas to display various images. The design that is portability strong, speed and good reliability can be verified by experiment.	[Wang, Wei Dong; Wang, Jun Xian; Wang, Jing] Yunnan Univ, Sch Informat, Kunming 650000, Peoples R China	Wang, WD (reprint author), Yunnan Univ, Sch Informat, Kunming 650000, Peoples R China.	wwdynu@163.com						5	2	16	3	14	ATLANTIS PRESS	PARIS	29 AVENUE LAVMIERE, PARIS, 75019, FRANCE	2352-538X		978-94-6252-156-8	ACSR ADV COMPUT			2016	42						904	907					4	Engineering, Multidisciplinary	Engineering	BF9AZ	WOS:000385404700168					2019-12-05	
B	Han, JM; Wang, W; He, Y		Li, X		Han, J. M.; Wang, W.; He, Y.			A Method of Modelling Software Evolution Confirmation Based on LDA	PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND INFORMATION TECHNOLOGY (SEIT2015)			English	Proceedings Paper	International Conference on Software Engineering and Information Technology (SEIT)	JUN 26-28, 2015	Guilin, PEOPLES R CHINA			LDA; Software evolution; Confirm; Probability		This paper research a method that can confirm the software evolution based on Latent Dirichlet Allocation (LDA). LDA is a method that can analyze the interdependency among words, topics and documents, and the interdependency can be expressed as probability. In this paper, adoption of LDA to modeling software evolution, take the package in source code as a document, regard names of function (method), variable names and comments as words, and figure out the probability between the three. Take results compare with update reports, can confirm the software of new version consistent with update reports.	[Han, J. M.; He, Y.] Yunnan Univ, Coll Software, Kunming 650091, Peoples R China; [Wang, W.] Key Lab Software Engn Yunnan Prov, Kunming 650091, Peoples R China	Han, JM (reprint author), Yunnan Univ, Coll Software, Kunming 650091, Peoples R China.	ynwshjm@126.com; wangwei@ynu.edu.cn; Arthus_he@hotmail.com						8	0	0	0	0	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	PO BOX 128 FARRER RD, SINGAPORE 9128, SINGAPORE			978-981-4740-10-4; 978-981-4740-09-8				2016							319	323					5	Computer Science, Software Engineering; Engineering, Electrical & Electronic	Computer Science; Engineering	BF9OF	WOS:000385790200061					2019-12-05	
B	Song, YY; Wang, YD; Xue, H; Li, SY; Yang, HM; Chen, ZY; Niu, YF		Takahashi, M		Song, Yang-Yu; Wang, Yan-Dan; Xue, Hui; Li, Shi-Yu; Yang, Hong-Mei; Chen, Zheng-Yao; Niu, Yan-Fen			Efficacy and Economics of Sodium Turpentine Fungicides for Mosses and Lichens of Tea Tree in Xishuangbanna, Southwest China	PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON MEDICINE AND BIOPHARMACEUTICALS			English	Proceedings Paper	International Conference on Medicine and Biopharmaceuticals (ICMB)	AUG 15-16, 2015	Guilin, PEOPLES R CHINA					Tea yields in the southwest China are often reduced by the presence of mosses and lichens on tea tree (Camellia sinensis). This study was conducted to determine whether the application of sodium turpentine fungicides (STF) is an economically optimal management strategy. In a pilot experiment, three concentration gradients of STF were used and the amount of solution was 1.05t/ha for each gradient sprayed on tea tree to control mosses and lichens in the field, the area was 360 m(2) and was divided 9 plots (40 m2 for each plot). Then the STF concentration that had moderate control effect was applied for expansion tests, 5.9ha tea plantations were sprayed STF, and the mosses and lichens were investigated of 600 m2 among them. The results showed that the effects of fungicide treatment on tea tree varieties with differing doses levels were investigated. When the STF concentrations were 1.143%, 0.857%, 0.714%, the controlling effects were 98.72%, 91.83% and 83.61% respectively. STF applied by spray method is a good measure in controlling mosses and lichens in tea plantations. Using the concentration of STF 0.857% to conduct field expanding test resulted in a 0.9ton/ha yield increment and kept a 2834.7 +/- 1183.0 yuan/ha growth in economic incomes. Moreover, tea leaves and buds were not affected at all and tea trees were able to maintain normal growth and development. The control of mosses and lichens of tee trees could ensure a significant increase in regional tea production.	[Song, Yang-Yu; Yang, Hong-Mei; Chen, Zheng-Yao] Yunan Univ, Inst Urban Construct & Management, Kunming 650091, Peoples R China; [Song, Yang-Yu; Wang, Yan-Dan; Li, Shi-Yu; Chen, Zheng-Yao] Yunnan Univ, Sch Ecol & Environm Sci, Kunming 650091, Peoples R China; [Xue, Hui] Qingdao Univ, Int Coll, Qingdao 266061, Peoples R China; [Niu, Yan-Fen] Kunming Univ, Sch Agr, Kunming 650214, Peoples R China	Song, YY (reprint author), Yunan Univ, Inst Urban Construct & Management, Kunming 650091, Peoples R China.; Song, YY (reprint author), Yunnan Univ, Sch Ecol & Environm Sci, Kunming 650091, Peoples R China.	ynulakelab@163.com; lishiyukm@163.com						12	0	0	0	0	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	PO BOX 128 FARRER RD, SINGAPORE 9128, SINGAPORE			978-981-4719-81-0; 978-981-4719-80-3				2016							1295	1303					9	Public, Environmental & Occupational Health; Medicine, General & Internal; Medicine, Research & Experimental; Pharmacology & Pharmacy	Public, Environmental & Occupational Health; General & Internal Medicine; Research & Experimental Medicine; Pharmacology & Pharmacy	BF6KH	WOS:000383223400166					2019-12-05	
