PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Yun, F; Li, H			IEEE	Yun, Feng; Li, Hao			Risk Prediction and Management for the Hybrid Cloud Computing Based on the Bank Model	2013 FOURTH INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS DESIGN AND ENGINEERING APPLICATIONS			English	Proceedings Paper	4th International Conference on Intelligent Systems Design and Engineering Applications (ISDEA)	NOV 06-07, 2013	Zhangjiajie, PEOPLES R CHINA	Cent S Univ, St Johns Univ, Hunan Univ Technol, Dept Elect Sci & Technol, Natl Univ Defense Technol, Intelligent Computat Technol & Automat Soci		Hybrid cloud computing; cloud Bank model; risk prediction; risk management		Cloud computing is becoming more and more mature, and an IaaS could computing model called Cloud Bank [1], which is based on commercial bank model, has been designed. Could Bank model can be partly distinguished from other traditional IaaS providers by the sources of infrastructure resources. The new cloudbank model follows the way of commerce bank to against the risk during the resource transaction. This model may be new solutions for hybrid cloud computing management.	[Yun, Feng] Zunyi Normal Coll, Dept Comp & Informat Sci, Zunyi, Peoples R China; [Li, Hao] Yunnan Univ, Sch Software, Kunming, Peoples R China	Yun, F (reprint author), Zunyi Normal Coll, Dept Comp & Informat Sci, Zunyi, Peoples R China.	fyun3ok@163.com						8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2791-3				2013							557	560		10.1109/ISDEA.2013.532			4	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Software Engineering	Computer Science	BB7ZJ	WOS:000346143900126					2019-12-05	
S	Yue, K; Zhou, MQ; Zhang, JX; Zhang, P; Fang, QY; Liu, WY			IEEE	Yue, Kun; Zhou, Minqi; Zhang, Jixian; Zhang, Ping; Fang, Qiyu; Liu, Weiyi			Graph-Based Hierarchical Categorization of Microblog Users	2013 IEEE INTERNATIONAL CONGRESS ON BIG DATA	IEEE International Congress on Big Data		English	Proceedings Paper	IEEE International Congress on Big Data	JUN 27-JUL 02, 2013	Santa Clara, CA	IEEE, IEEE Comp Soc		Microblog user; Graph model; Chordal subgraph; Join tree; Hierarchical categorization		Microblogging has created a big social network with big social media data. Modeling and analyzing the relationships of behaviors among microblog users, and achieving the inherent categories or communities, are paid much attention in social network and big data paradigms. In this paper, we presented a graph-based model for describing the relationships of microblog users, in which the distributed storage and map/reduce programs were incorporated. Then, we proposed the map/reduce based algorithm for hierarchical categorization of microblog users based on the concepts of chordal subgraph and join tree in the graph theory. Thus, the categories of microblog users with overlapping and hierarchical properties in various abstraction hierarchies can be obtained flexibly. Experimental results show the feasibility of our method.	[Yue, Kun; Zhang, Jixian; Zhang, Ping; Fang, Qiyu; Liu, Weiyi] Yunnan Univ, Dept Comp Sci & Engn, Sch Informat Sci & Engn, Kunming, Peoples R China; [Zhou, Minqi] East China Normal Univ, Inst Mass Computing, Shanghai, Peoples R China	Yue, K (reprint author), Yunnan Univ, Dept Comp Sci & Engn, Sch Informat Sci & Engn, Kunming, Peoples R China.	kyue@ynu.edu.cn; mqzhou@sei.ecnu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61063009, 61163003, 61232002]; Foundation of Ministry of Education of ChinaMinistry of Education, China [20105301120001]; Yunnan Provincial Foundation for Leaders of Disciplines in Science and Technology [2012HB004]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2011FZ013]; Foundation for Key Program of Department of Education of Yunnan Province [2011Z015]	This paper was supported by the National Natural Science Foundation of China (61063009, 61163003, 61232002), the Ph. D Programs Foundation of Ministry of Education of China (20105301120001), the Yunnan Provincial Foundation for Leaders of Disciplines in Science and Technology (2012HB004), the Natural Science Foundation of Yunnan Province (2011FZ013), and the Foundation for Key Program of Department of Education of Yunnan Province (2011Z015).		19	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2379-7703		978-0-7695-5006-0	IEEE INT CONGR BIG			2013							149	156		10.1109/BigData.Congress.2013.28			8	Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BA1GT	WOS:000332528300020					2019-12-05	
B	Li, H; Jia, SW; Yang, F; Wang, RX			IEEE	Li, Hao; Jia, Shuwei; Yang, Fan; Wang, Renxiang			Cloud Bank Model Based on AHP Resource Scheduling Strategy Research	2013 INTERNATIONAL CONFERENCE ON CLOUD COMPUTING AND BIG DATA (CLOUDCOM-ASIA)			English	Proceedings Paper	International Conference on Cloud Computing and Big Data (CLOUDCOM-ASIA)	DEC 16-18, 2013	Fuzhou, PEOPLES R CHINA	Fuzhou Univ, Univ Stavanger, Fujian Normal Univ, Nanjing Univ Post & Telcom, Chung Hua Univ, Cloud Comp Assoc, Fuzhou City Govt, IEEE Comp Soc, STC Cloud Comp, IEEE Cloud Comp Initiat		cloud bank; resource scheduling; AHP model		Under the circumstances of the cloud bank model, this paper studies resource scheduling problem on cloud computing. Considering the the user's needs for optimal allocation of resources and the shortest time to complete the total task, cloud computing resource scheduling of analytic hierarchy process model (AHP) is established. Under this model, conduct simulation experiment through the CloudSim platform. Results show that the AHP algorithm under the model, while protecting users' (quality of service) QoS, is even shorter than the general algorithm in completing the total task time. It is an effective resource scheduling algorithm.	[Li, Hao; Jia, Shuwei; Yang, Fan; Wang, Renxiang] Yunnan Univ, Sch Software, Kunming 650091, Yunnan, Peoples R China	Li, H (reprint author), Yunnan Univ, Sch Software, Kunming 650091, Yunnan, Peoples R China.	Lihao707@ynu.edu.cn; 12012001285@mail.ynu.edu.cn; 12012001271@mail.ynu.edu.cn; wickwang@vip.qq.com						12	0	0	0	3	IEEE COMPUTER SOC	LOS ALAMITOS	10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA			978-1-4799-2829-3				2013							493	496		10.1109/CLOUDCOM-ASIA.2013.49			4	Computer Science, Hardware & Architecture; Computer Science, Information Systems	Computer Science	BC8GH	WOS:000355658800073					2019-12-05	
B	Zhang, Y; Pu, YY; Huang, YQ; Xu, D; Qian, WH			IEEE	Zhang Yi; Pu Yuanyuan; Huang Yaqun; Xu Dan; Qian Wenhua			Feature extraction and analysis for scientific understanding of visual art	2013 INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN AND COMPUTER GRAPHICS (CAD/GRAPHICS)	International Conference on Computer-Aided Design and Computer Graphics CAD GRAPHICS		English	Proceedings Paper	13th International Conference on Computer-Aided Design and Computer Graphics (CAD/Graphics)	NOV 16-18, 2013	Hong Kong, PEOPLES R CHINA	City Univ Hong Kong, Croucher Fdn, Microsoft Res Asia, Sch Creat Media		Scientific understanding; Computational Aesthetics; Visual art; Styles; Curvelet transform		In this paper, the research of visual art based on the computer and information of paintings, which can be called scientific understanding of visual art, has been brought out. Four features, multi-scale amplitude, non-stationarity of artworks, anisotropy of artworks and correlation of coefficients of the curvelet transform between scales, are extracted based on the curvelet transform to evaluate the style of different artists. The relations between the style of visual art and these features are also stated, and the similarities of these styles are also qualified by comparing these features. It is apparent that each feature reflects different characteristics of the different school paintings.	[Zhang Yi; Pu Yuanyuan; Huang Yaqun; Xu Dan; Qian Wenhua] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China; [Zhang Yi] Xuchang Univ, Sch Elect & Informat Engn, Xuchang, Peoples R China	Pu, YY (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.	km_pyy@126.com						6	1	1	0	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2576-6	INT C COMP AID DES C			2013							411	412		10.1109/CADGraphics.2013.72			2	Computer Science, Software Engineering; Computer Science, Theory & Methods; Engineering, Manufacturing	Computer Science; Engineering	BC7YQ	WOS:000355399900067					2019-12-05	
S	Yang, XY; Yan, ZY; Jiang, L; Wang, X; Zheng, K; Wang, Y; Li, QL; Wang, JQ		Quan, X		Yang, Xiaoyun; Yan, Zhiying; Jiang, Liang; Wang, Xin; Zheng, Kai; Wang, Yi; Li, Qilin; Wang, Jiaqiang			Synthesis and photocatalysis of Al doped CdS templated by non-surfactant hypocrellins	2013 INTERNATIONAL SYMPOSIUM ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY (2013 ISEST)	Procedia Environmental Sciences		English	Proceedings Paper	4th International Symposium on Environmental Science and Technology (ISEST)	JUN 04-07, 2013	Dalian, PEOPLES R CHINA	Chinese Soc Environm Sci, Beijing Inst Technol, Dalian Univ Technol, Dalian Assoc Sci & Technol, ENVR Div Amer Chem Soc, Dalian Soc Environm Sci, Profess Comm Pollut Prevent & Control Heavy Metals CSES, Dalian Univ Technol, Key Lab Ind Ecol & Environm Engn, Dalian Univ Technol, Sch Environm Sci & Technol, Beijing Inst Technol, State Key Lab Explos Sci & Technol		CdS; photocatalysis; non-surfactant; template; hypocrellins	VISIBLE-LIGHT IRRADIATION; SEMICONDUCTOR COMPOSITE; HYDROGEN-PRODUCTION; QUANTUM DOTS; ONE-STEP; NANORODS; SULFIDE; MORPHOLOGY; SURFACE; FILMS	Non-surfactant hypocrellins (Hys) is a kind of photosensitizer with strong and broad absorption in visible light region, obtained by isolating from the fungus sacs of hypocrella bambusae. Previous studies have not yet addressed the use of hypocrellins as non-surfactant template in the synthesis of photocatalyst CdS, let alone the achievement of higher efficient photocatalytic activity than Degussa P25. Herein Al doped CdS prepared by using hypocrellins as template (Al-CdS/Hys) can enhance the photocatalytic activity while Al doped CdS without template (Al-CdS) prepared by conventional solvothermal method reduced the photocatalytic activity. Al-CdS/Hys was synthesized and characterized by a combination of various physicochemical techniques, such as XRD, nitrogen adsorption/desorption, diffuse reflectance UV-vis and TEM. Al-CdS/Hys is even more efficient than Degussa P25 for the degradation of organic dye, basic fuchsin under artificial solar irradiation. Moreover, doping Al increased the surface area of CdS to 169.1 m(2).g(-1). (C) 2013 The Authors. Published by Elsevier B.V.	[Yang, Xiaoyun; Yan, Zhiying; Jiang, Liang; Wang, Xin; Zheng, Kai; Wang, Yi; Li, Qilin; Wang, Jiaqiang] Yunnan Univ, Sch Chem Sci & Technol, Univ Ctr Photocatalyt Treatment Pollutants Yunnan, Kunming 650091, Peoples R China	Wang, JQ (reprint author), Yunnan Univ, Sch Chem Sci & Technol, Univ Ctr Photocatalyt Treatment Pollutants Yunnan, Kunming 650091, Peoples R China.	jqwang@ynu.edu.cn	Wang, Jiaqiang/W-1026-2017	Wang, Jiaqiang/0000-0001-8073-3041				41	5	6	0	14	ELSEVIER SCIENCE BV	AMSTERDAM	SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1878-0296			PROCEDIA ENVIRON SCI			2013	18						572	578		10.1016/j.proenv.2013.04.077			7	Environmental Sciences	Environmental Sciences & Ecology	BD4NK	WOS:000360928700076		Bronze			2019-12-05	
B	Wang, HM; Shen, DY; Guo, T; Zhang, XP			IEEE	Wang, Haiming; Shen, Dongya; Guo, Teng; Zhang, Xiupu			A High Isolation MIMO Antenna Used a Fractal EBG Structure	2013 PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION (ISAP), VOLS 1 AND 2			English	Proceedings Paper	International Symposium on Antennas and Propagation (ISAP)	OCT 23-25, 2013	Nanjing, PEOPLES R CHINA	SE Univ, Univ Elect Sci & Technol China, CIE Antenna Soc, IEICE Commun Soc, IEEE Antennas & Propagat Soc, European Assoc Antennas & Propagat, Sci & Technol Antenna & Microwave Lab, Jiangsu Inst Elect, IEEE AP MTT EMC Nanjing Joint Chapter, Agilent Technologies, FEKO, Mitsubishi Elect, Bluetest se, Journal Microwaves, MMW		MIMO; Antenna; Fractal; EBG; WLAN; Wimax	DIVERSITY-ANTENNA; ARRAY	To further reduce the coupling of a MIMO antenna containing a mushroom-like EBG structure, we propose a novel MIMO antenna by using a fractal mushroom-like EBG structure to realize a high isolation. The simulated band width of the antenna is 2100 to 2830 MHz (S11 <-10 dB), covering the bands of WLAN and WiMax. Compared to the antenna of using mushroom-like EBG structure, the antenna proposed in the paper has higher isolation and smaller dimension.	[Wang, Haiming; Shen, Dongya; Guo, Teng; Zhang, Xiupu] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China	Wang, HM (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.	441ming@163.com; shendy@ynu.edu.cn; guoteng208@gmail.com; xzhang@ece.concordia.ca						16	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-7-5641-4279-7				2013													4	Telecommunications	Telecommunications	BA3VF	WOS:000334924900062					2019-12-05	
B	Ma, XT; Bao, CM; Li, L; Zhou, LH; Kong, B			IEEE	Ma, Xiongtao; Bao, Chongming; Li, Lei; Zhou, Lihua; Kong, Bing			An extension to Hub algorithm based on triangular loop	2014 INTERNATIONAL CONFERENCE ON CYBER-ENABLED DISTRIBUTED COMPUTING AND KNOWLEDGE DISCOVERY (CYBERC)			English	Proceedings Paper	6th International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery (CyberC)	OCT 10-12, 2014	Shanghai, PEOPLES R CHINA	IEEE Comp Soc, IEEE, IEEE CS Tech Comm Simulat, IEEE Task Force Networked Mobile Syst, Beijing Jiaotong Univ, Univ Louisville, AT & T, INFOBEYOND, HUAWEI, Comrise, HP, Tech Mahindra		community detection; breadth first search; center node; triangular loop	NETWORKS	The algorithm of breadth first traversal in graph has been widely applied in community detection. Some community detection algorithms based on the breadth first traversal usually use the largest node the largest as the initial node. And these algorithms determine a node belongs to which community according to the number of the edges from the node to the communities. And then in the high aggregated networks, the results of community detection are not appropriate. The algorithm in this paper extends the Hub algorithm. This algorithm puts forward the concept of the degree of triangular loop of nodes, and use it to find the center of community. In the process of community detecting, this algorithm defines the concept of the similarity coefficient. And based on the similarity coefficient, this algorithm determines which community the nodes belong to, as well as adjusts the results of community detecting. The experiment confirms that the algorithm in this paper can not only guarantee the feasibility but also improve the quality of community detecting.	[Ma, Xiongtao; Li, Lei; Zhou, Lihua; Kong, Bing] Yunnan Univ, Sch Informat, Kunming, Yunnan Province, Peoples R China; [Bao, Chongming] Yunnan Univ, Sch Software, Kunming, Yunnan Province, Peoples R China	Ma, XT (reprint author), Yunnan Univ, Sch Informat, Kunming, Yunnan Province, Peoples R China.	kongbing@ynu.edu.cn						17	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-6236-5				2013							297	303		10.1109/CyberC.2014.60			7	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Computer Science; Engineering	BD3XF	WOS:000360282600053					2019-12-05	
S	Yang, SC; Wang, JQ		Yu, L; Guo, J; Yi, G; Yu, Q		Yang, Shengchun; Wang, Jiaqiang			Catalytic Oxidation of O-chlorotoluene to O-chlorobenzaldehyde by Vanadium Doped Anatase Mesoporous TiO2	ADVANCES IN CHEMICAL ENGINEERING III, PTS 1-4	Advanced Materials Research		English	Proceedings Paper	3rd International Conference on Chemical Engineering and Advanced Materials (CEAM 2013)	JUL 06-07, 2013	Guangzhou, PEOPLES R CHINA	Guangdong Univ Technol, Guangdong Petrochem Res Inst, Guangzhou Univ		Vanadium Doped Anatase Mesoporous TiO2; Catalytic oxidation; O-chlorotoluene; O-chlorobenzaldehyde	THERMAL-STABILITY; TITANIA	A novel method for the catalytic oxidation of o-chlorotoluene (OCT) to o-chlorobenzaldehyde (CBD) was proposed using vanadium doped anatase mesoporous TiO2 (V/MTiO2), the catalytic reaction conditions were investigated. Under the optimum catalytic reaction conditions: 10 mL of acetic acid 100 degrees C of reaction temperature, 10 h of reaction time and 100 mg of catalyst, the conversion rate of OCT could reach to 95.3%, with a selectivity of 63.5%.	[Wang, Jiaqiang] Yunnan Univ, Minist Educ, Key Lab Med Chem Nat Resource, Dept Appl Chem, Kunming 650091, Peoples R China; [Yang, Shengchun] Dali Univ, Dept Pharm & Chem, Dali 671000, Peoples R China	Wang, JQ (reprint author), Yunnan Univ, Minist Educ, Key Lab Med Chem Nat Resource, Dept Appl Chem, Kunming 650091, Peoples R China.	DLyangsc@sohu.com; jqwang@ynu.edu.cn	Wang, Jiaqiang/W-1026-2017	Wang, Jiaqiang/0000-0001-8073-3041	National Natural Science Fundation of ChinaNational Natural Science Foundation of China [20463003, 81160393]	This work was supported by the National Natural Science Fundation of China(No. 20463003; 81160393).		7	2	2	0	2	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-3-03785-813-4	ADV MATER RES-SWITZ			2013	781-784						182	+		10.4028/www.scientific.net/AMR.781-784.182			2	Engineering, Chemical; Materials Science, Multidisciplinary	Engineering; Materials Science	BA5GK	WOS:000336634800036					2019-12-05	
S	Zhou, Q; Wang, GC; Yang, L; Yang, Y; Xu, Y		Zhao, G; Lu, L; Long, B; Nie, Z		Zhou, Qing; Wang, Guang-can; Yang, Long; Yang, Yun; Xu, Yang			Carboxylic graphene-supported platinum and platinum-palladium nanoparticles with high electrocatalytic activity for methanol oxidation	CHINA FUNCTIONAL MATERIALS TECHNOLOGY AND INDUSTRY FORUM	Applied Mechanics and Materials		English	Proceedings Paper	China Functional Materials Technology and Industry Forum (CFMTIF 2012)	NOV 09-12, 2012	Kunming, PEOPLES R CHINA	Chinese Functional Mat Soc, Natl Instrument Functional Mat Engn Technol Res Ctr, Chongqing Mat Res Inst, Chongqing Functional Mat Period Press, Yunnan Univ		Carboxylic graphene; Platinum-palladium nanoparticles; Electrocatalytic activity; Methanol oxidation; Fuel cells	CONTAINING CARBON NANOTUBES; FUEL-CELL APPLICATIONS; CATALYTIC-ACTIVITY; OXIDE; ELECTROOXIDATION; REDUCTION	Pt, Pd and Pt-Pd nanoparticles (NPs) were synthesized on carboxylic graphene (CGR) sheets. The nanocomposites were characterized by scanning electron microscopy (SEM), Fourier transform infrared spectra (FTIR) and UV-vis absorption spectroscopy. Their electrocatalytic activity for methanol oxidation was also investigated. The results showed the peak current density of methanol oxidation of Pt NPs- Graphite oxide (GO), Pd NPs-CGR, Pt NPs-CGR and Pt-Pd NPs-CGR is 12.2 mu A/cm(2), 14.1 mu A/cm(2), 15.1 mu A/cm(2) and 21.5 mu A/cm(2) respectively. The nanocomposite of CGR as catalyst supports and Pt-Pd NPs as catalyzers is promising for direct methanol fuel cells.	[Zhou, Qing; Xu, Yang] Yunnan Univ, Sch Phys Sci & Technol, Kunming 650091, Yunnan, Peoples R China; [Wang, Guang-can; Yang, Long] Yunnan Univ, Sch Chem Sci & Engn, Kunming 650091, Yunnan, Peoples R China; [Yang, Yun] Kunming Med Univ, Div Electron Microscopy, Kunming 650500, Yunnan, Peoples R China	Zhou, Q (reprint author), Yunnan Univ, Sch Phys Sci & Technol, Kunming 650091, Yunnan, Peoples R China.	zhouqing631001@126.com	Zhou, Qing/E-2079-2015		Research Fund for the Teacher's Program of Yunnan University [XT412003]	Qing Zhou acknowledges support from the Research Fund for the Teachers Program of Yunnan University (No. XT412003).		21	2	2	4	17	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1660-9336		978-3-03785-685-7	APPL MECH MATER			2013	320						670	+		10.4028/www.scientific.net/AMM.320.670			2	Engineering, Mechanical; Nanoscience & Nanotechnology; Materials Science, Coatings & Films	Engineering; Science & Technology - Other Topics; Materials Science	BGK29	WOS:000323293000121					2019-12-05	
S	Zhang, XP; Hraimel, B; Shen, DY; Liu, TJ			Electromagnet Acad	Zhang, Xiupu; Hraimel, Bouchaib; Shen, Dongya; Liu, Taijun			Multiband-OFDM Ultra Wideband Wireless Signals over Fiber Transmission	PIERS 2013 STOCKHOLM: PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM	Progress in Electromagnetics Research Symposium		English	Proceedings Paper	Progress In Electromagnetics Research Symposium	AUG 12-15, 2013	Stockholm, SWEDEN	Royal Inst Technol, Sino Swedish Joint Res Ctr Photon, Asian Off Aerosp Res & Dev, Swedish Inst, Swedish Res Council, Zhejiang Univ, Electromagnet Acad, Electromagnet Acad				Multiband-OFDM ultra wideband signals-over-fiber transmission is reviewed considering the impact of modulator nonlinearity, fiber dispersion, optical receiver response, out-of-band interferers due to subcarrier multiplexing and optical adjacent channel crosstalk due to WDM. Enabling techniques of reducing out-of-band interferers, improving modulation efficiency and photonic techniques for simultaneous millimeter-wave up/down conversion and optical subcarrier modulation are discussed.	[Zhang, Xiupu; Shen, Dongya] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China; [Zhang, Xiupu; Hraimel, Bouchaib] Concordia Univ, Adv Photon Syst Lab, Montreal, PQ, Canada; [Liu, Taijun] Ningbo Univ, Coll Informat Sci & Engn, Ningbo 315211, Zhejiang, Peoples R China	Zhang, XP (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.							10	0	0	0	0	ELECTROMAGNETICS ACAD	CAMBRIDGE	777 CONCORD AVENUE, STE 207, CAMBRIDGE, MA 02138 USA	1559-9450		978-1-934142-26-4	PR ELECTROMAGN RES S			2013							1158	1163					6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BD5FO	WOS:000361384200244					2019-12-05	
S	Zhang, XP; Hraimel, B; Zhu, R; Shen, DY; Liu, TJ			Electromagnet Acad	Zhang, Xiupu; Hraimel, Bouchaib; Zhu, Ran; Shen, Dongya; Liu, Taijun			Linearization Techniques for Broadband Radio over Fiber Transmission	PIERS 2013 STOCKHOLM: PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM	Progress in Electromagnetics Research Symposium		English	Proceedings Paper	Progress In Electromagnetics Research Symposium	AUG 12-15, 2013	Stockholm, SWEDEN	Royal Inst Technol, Sino Swedish Joint Res Ctr Photon, Asian Off Aerosp Res & Dev, Swedish Inst, Swedish Res Council, Zhejiang Univ, Electromagnet Acad, Electromagnet Acad			MACH-ZEHNDER MODULATOR; MIXED-POLARIZATION; PREDISTORTION; SYSTEMS; LINKS	Linearization techniques are reviewed for broadband radio over fiber transmission. Four broadband linearization techniques, i.e., optical mixed polarization, analog pre-distortion, digital pre-distortion, and digital post-processing, are summarized.	[Zhang, Xiupu; Shen, Dongya] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China; [Zhang, Xiupu; Hraimel, Bouchaib; Zhu, Ran] Concordia Univ, Dept Elect & Comp Engn, Montreal, PQ H3G 1M8, Canada; [Liu, Taijun] Ningbo Univ, Coll Informat Sci & Engn, Ningbo 315211, Zhejiang, Peoples R China	Zhang, XP (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Peoples R China.							9	0	0	0	0	ELECTROMAGNETICS ACAD	CAMBRIDGE	777 CONCORD AVENUE, STE 207, CAMBRIDGE, MA 02138 USA	1559-9450		978-1-934142-26-4	PR ELECTROMAGN RES S			2013							1315	1320					6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BD5FO	WOS:000361384200278					2019-12-05	
B	Gao, YF; Zong, R; Yu, J; Xia, K			IEEE	Gao Yufeng; Zong Rong; Yu Jiang; Xia Kai			Research and Improvement of LEACH Algorithm Based on Power Communication	PROCEEDINGS 2013 INTERNATIONAL CONFERENCE ON MECHATRONIC SCIENCES, ELECTRIC ENGINEERING AND COMPUTER (MEC)			English	Proceedings Paper	International Conference on Mechatronic Sciences, Electric Engineering and Computer (MEC)	DEC 20-22, 2013	Shenyang, PEOPLES R CHINA	Shenyang Aerosp Univ		wireless sensor networks; power communication; routing algorithm		Combined with the application of wireless sensor networks(WSN) for smart grid, this paper constructs the energy model of WSN, analyzing the principle and implementation method of Low Energy Adaptive Clustering Hierarchy(LEACH) algorithm. In consideration of characteristics of power communication, this paper pointed out weakness of the LEACH algorithm and proposed another improved SG-LEACH algorithm, in which the nodes are divided into common nodes and senior nodes, and the senior nodes can be elected as cluster head nodes with top priority. The simulation results show that SG-LEACH algorithm can effectively average energy consumption, significantly extends node survival time, and improves the transmission efficiency of the network.	[Gao Yufeng; Zong Rong; Yu Jiang; Xia Kai] Yunnan Univ, Sch Informat Sci & Technol, Kunming, Peoples R China	Gao, YF (reprint author), Yunnan Univ, Sch Informat Sci & Technol, Kunming, Peoples R China.	gaofeng1935@163.com; zongrong@ynu.edu.com; yujiang@ynu.edu.cn; 3584796l5@qq.com						9	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2565-0				2013							497	500					4	Engineering, Electrical & Electronic	Engineering	BE0RD	WOS:000366663000079					2019-12-05	
B	Feng, C; Jiang, Y; Jun, C; Xin, T			IEEE	Feng, Chang; Jiang, Yu; Jun, Chang; Xin, Tian			Dynamic Scheduling Management for Periodic Real-Time Traffic	PROCEEDINGS 2013 INTERNATIONAL CONFERENCE ON MECHATRONIC SCIENCES, ELECTRIC ENGINEERING AND COMPUTER (MEC)			English	Proceedings Paper	International Conference on Mechatronic Sciences, Electric Engineering and Computer (MEC)	DEC 20-22, 2013	Shenyang, PEOPLES R CHINA	Shenyang Aerosp Univ		Multimedia; FTT-SE; Video Streaming; EDF; QoS Management		On the issues of the constant-bit-rate channels which would severely reduce the efficiency of network bandwidth utilization in industrial Ethernet, this thesis adopts the FTT-SE protocol to do scheduling and management of real-time workload. The availability of bandwidths is dynamic variable during multimedia streams transmission, especially the availability of video streams. So, it can dynamic adjust the compression levels to each stream and distribute the resources of bandwidths to adapt the variations in resource availability. Using this strategy of dynamic QoS management make it becomes feasible to provide the best possible QoS to each stream. Simulation results demonstrate the viability and effectiveness of using this method.	[Feng, Chang; Jiang, Yu; Jun, Chang; Xin, Tian] Yunan Univ, Informat Sch, Kunming 650091, Peoples R China	Feng, C (reprint author), Yunan Univ, Informat Sch, Kunming 650091, Peoples R China.	chfynu@126.com						14	2	2	1	7	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4799-2565-0				2013							2039	2042					4	Engineering, Electrical & Electronic	Engineering	BE0RD	WOS:000366663001143					2019-12-05	
