PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Guo, L; Wang, SF; Cao, ZC		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Guo, Lei; Wang, Shunfang; Cao, Zicheng			An Ensemble Classifier Based on Stacked Generalization for Predicting Membrane Protein Types	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	Membrane protein; PseAAC; DipC; Fusion representation; Stacking evaluation model	AMINO-ACID-COMPOSITION; SECONDARY STRUCTURE	Membrane proteins exist in many organisms, whose types are very relevant to the function of biological organs. From the amino acid sequence point of view, this paper fused two feature representations, pseudo amino acid composition (PseAAC) and dipeptide composition (DipC), to form a new feature expression. Then a dimensionality reduction algorithm of liner discriminant analysis (LDA) is used to this new fusion representation. Last, a two-layer stacking evaluation model was constructed, which contains four base classifiers of SVM, KNN, RF and NN in layer-1 and a meta-classifier (multiple logistic regression, MLR) in layer-2, to predict the types of membrane protein. The final experimental results show the prediction performance of the proposed ensemble classifier is better than all base classifiers. The overall accuracies for jackknife test and independent dataset test are as high as 85.47% and 90.70% respectively, which paves a new way for future prediction of membrane protein types.	[Guo, Lei; Wang, Shunfang; Cao, Zicheng] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China	Wang, SF (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China.	wangsf_66@hotmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11661081]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2017FA032]	This research is supported by grants from National Natural Science Foundation of China (11661081) and Natural Science Foundation of Yunnan Province (2017FA032).		21	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													6	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100379					2019-12-05	
B	Guo, YB; Jin, C; Li, WH; Ji, C; Fang, Y; Duan, YH		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Guo, Yanbu; Jin, Chen; Li, Weihua; Ji, Chen; Fang, Yuan; Duan, Yunhao			A Novel Method of Text Representation on Hybrid Neural Networks	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	Text analysis; text representation; Bidirectional Long Short-Term Neural Network; Convolutional Neural Network; word embedding		Text representation is one of the fundamental problems in text analysis tasks. The key of text representation is to extract and express the semantic and syntax feature of texts. The order-sensitive sequence models based on neural networks have achieved great progress in text representation. Bidirectional Long Short-Term Memory (BiLSTM) Neural Networks, as an extension of Recurrent Neural Networks (RNN), not only can deal with variable-length texts, capture the long-term dependencies in texts, but also model the forward and backward sequence contexts. Moreover, typical neural networks, Convolutional Neural Networks (CNN), can extract more semantic and structural information from texts, because of their convolution and pooling operations. The paper proposes a hybrid model, which combines the BiLSTM with 2-dimensial convolution and 1-dimensial pooling operations. In other words, the model firstly captures the abstract representation vector of texts by the BiLSTM, and then extracts text semantic features by 2-dimensial convolutional and 1-dimensial pooling operations. Experiments on text classification tasks show that our method obtains preferable performances compared with the state-of-the-art models when applied on the MR1 sentence polarity dataset.	[Guo, Yanbu; Jin, Chen; Li, Weihua; Ji, Chen; Fang, Yuan; Duan, Yunhao] Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China	Guo, YB (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming, Yunnan, Peoples R China.	lywey@163.com			Integration of Cloud Computing and Big Data, Innovation of Science and Education [2017B00016]; Program for Excellent Young Talents, Yunnan University [WX173602]; Project of Innovative Research Team of Yunnan Province; National Science Foundation of ChinaNational Natural Science Foundation of China [11661081]	This work is supported by Integration of Cloud Computing and Big Data, Innovation of Science and Education (2017B00016), Program for Excellent Young Talents, Yunnan University (WX173602), the Project of Innovative Research Team of Yunnan Province, and the National Science Foundation of China (Grant NO. 11661081).		21	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													6	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100200					2019-12-05	
B	Han, SY; Zhang, YF; He, BB; Zhang, JH; Li, ZY		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Han, Suya; Zhang, Yufeng; He, Bingbing; Zhang, Junhua; Li, Zhiyao			A Novel Method for Separating Harmonic from Ultrasonic Echo Signals Using Improved Complete Ensemble Empirical Mode Decomposition with Adaptive Noise Algorithm	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	ultrasonic; tissue harmonic imaging; fundamental harmonic separation; adaptive signal analysis; complete ensemble empirical mode decomposition		The performance of tissue imaging is improved by tissue harmonic imaging (THI) to expand and enhance the range and level of clinical diagnosis for many diseases. The separation based on High-pass filtering (S_HPF) is a commonly used method for extracting harmonic components from ultrasonic echo signals. However, the cutoff frequency, order and algorithm to realize a high-pass filter have a great influence on the separation accuracy of harmonic signals. In present study, a novel separation method (S_CEEMDAN) based on the complete ensemble empirical mode decomposition with adaptive noise (CEEMDAN) algorithm is proposed for adaptively separating harmonic components from ultrasonic echo signals. First, we calculate the ensemble size of CEEMDAN adaptively based on the added noise level, and draw a sum of intrinsic mode functions (IMFs) from the ultrasonic echo signals by CEEMDAN. Then, the spectrum of each IMF is computed and evaluated, and the IMFs containing both fundamental and harmonic components are further decomposed by using the CEEMDAN algorithm. This separation process is end until all of IMFs have been divided into either fundamental or harmonic categories. Finally, the corresponding fundamental and harmonic echo signals are yielded by accumulating separately these two categories. In experiments, simulated ultrasonic echo signals with a center frequency of 3.5MHz are separated by the proposed S_CEEMDAN method, and the results are compared with those processed by S_HPF. The edge of the harmonic image by S_CEEMDAN marginally better defined than S_HPF. The indices for the harmonic signals separated by S_CEEMDAN and S_HPF, respectively, are as follows: the center frequencies of 6.66 MHz and 6.65 MHz, 3 dB bandwidths of 1.04 MHz and 1.05 MHz, 6 dB bandwidths of 1.59 MHz and 1.55 MHz, signal-tonoise ratios (SNRs) of 14.00 and 13.63, and image contrasts of 7.01 and 7.06. In conclusion, due to good adaptive characteristics, and lower reconstruction errors, the proposed S_CEEMD method is superior to S_HPF in the performance of spectral accuracy and harmonic imaging. This method could be potentially alternative to the current method for the ultrasonic harmonic separation.	[Han, Suya; Zhang, Yufeng; He, Bingbing; Zhang, Junhua] Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China; [Li, Zhiyao] Kunming Med Univ, Affiliated Hosp 3, Dept Ultrason Examinat, Kunming, Yunnan, Peoples R China	Zhang, YF (reprint author), Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China.				National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561049]; Natural Science Foundation of Yunnan Provincial [2013FA008]	The research work was supported by the National Natural Science Foundation of China under Grant No. 61561049, and the Natural Science Foundation of Yunnan Provincial under Grant No. 2013FA008.		11	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													5	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100311					2019-12-05	
B	Hou, ZH; Zheng, J		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Hou, Zhihui; Zheng, Jeffery			Visualization of P wave Characteristics in ECG	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	Arrhythmia; P wave characteristics; Variable measurement; Visualization	CLASSIFICATION	P wave characterization in the clinical diagnosis of arrhythmia is of great significance. We use the variable measurement model to visualize the P wave characteristics in the electrocardiogram. The variable measurement model core component is described. We examined batch of clinical ECG data and observed the P wave data test results. Under a list of various parameters of segment length value is selected and corresponding maps are illustrated.	[Hou, Zhihui; Zheng, Jeffery] Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China	Hou, ZH (reprint author), Yunnan Univ, Sch Software, Kunming, Yunnan, Peoples R China.				National Science Foundation of China NSFCNational Natural Science Foundation of China [61362014]; Overseas Higher-level Scholar Project of Yunnan Province, China [W8110305]	Thank to the First People Hospital of Yunnan Province for ECG data, to National Science Foundation of China NSFC (No. 61362014) and the Overseas Higher-level Scholar Project of Yunnan Province, China (No. W8110305) for financial supports to the project.		17	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													6	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100348					2019-12-05	
B	Liu, WH; Zhai, JJ; Ding, HW; He, XL		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Liu, Wenhao; Zhai, Junjun; Ding, Hongwei; He, Xinlong			The Research of Algorithm for Protein Subcellular Localization Prediction Based on SVM-RFE	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	Feature fusion; LDA; SVM-RFE; Protein subcellular localization		In view of it is not only time-consuming but also costly to determine the locations of the protein subcellular by biological experiment, developing fast and effective calculation methods for subcellular localization prediction has become one of the important research contents in the field of bioinformatics. Since the SVM-RFE algorithm can select the optimal feature subset according to the correlation between each feature and protein subcellular localization, and it can reduce the computational complexity while keeping the result steady and having a high degree of generalization in the progress of using the RFE part of SVM-RFE method, therefore, this algorithm is applied to predict protein subcellular localization. First of all, we extract amino acid components, dipeptide component and entropy density from Position Specific Scoring Matrix to construct the feature expression model of protein sequence. Then we use the recursion feature elimination to conduct feature selection. Finally, the support vector machine classifier was used to conduct Jackknife verification on two data sets of Gram Positive and Negative. The experimental results show that the application of SVM-RFE algorithm to protein subcellular localization has a good predictive accuracy.	[Liu, Wenhao; Zhai, Junjun; Ding, Hongwei] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China; [He, Xinlong] Chinese Peoples Publ Secur Univ, Sch Criminal Sci & Technol, Beijing 100076, Peoples R China	Ding, HW (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China.	2604909051@qq.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61461053, 61461054, 61072079]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2010CD023]; Project of Innovation Experiment support of Yunnan University	This work was supported by the National Natural Science Foundation of China (61461053, 61461054, 61072079); Natural Science Foundation of Yunnan Province (2010CD023); Project of Innovation Experiment support of Yunnan University.		25	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													6	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100390					2019-12-05	
B	Xiong, M; Zhang, YF; Gao, L; Zhao, WJ; Zhu, HX; Zhang, KX		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Xiong, Min; Zhang, Yufeng; Gao, Lian; Zhao, Weijia; Zhu, Hongxuan; Zhang, Kexin			The Estimation Accuracy for Ultrasonic Doppler Velocity Distribution of Arterial Blood Flow Based on Coherent Plane Wave Compounding	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	blood flow velocity distribution; beam forming; autocorrelation estimation; Doppler shift		The velocity distribution of arterial blood flow is an important parameter to evaluate the physiological and pathological conditions of human body. In the ultrasonic detection, the traditional focus mode has low frame rate in linear scan, poor detected accuracy outside the focus points, difficulty of quick estimation in two-dimensional area and some other limitations, is restrainedly used in clinic. Plane wave doesn't make beam forming in emission, so the frame rate can reach 20 kHz. It can obtain the two-dimensional velocity distribution covered by the transducer at one emission and reception. And the detected region that is penetrated by coherent plane wave compound with different inclination angle is helpful to improve the estimated accuracy of blood flow velocity distribution (BFVD). However, the key factors, inclination angle interval and compound times, are lack of systematic investigation in terms of the estimated accuracy of BFVD. In present study, an intensive research on this issue based on Field II platform is made. Plane wave imaging mode, coherent plane wave compound, autocorrelation estimation and other methods are used to deal with pulse-echo radio frequency signals to calculate the BFVD. In the simulation experiment, transducer emits plane waves of different inclination angle, then, the velocity is estimated respectively from the signals combined coherently by 3, 5, 7 and 9 times. The results show that the normalized root mean square errors (NRMSE) are 0.24, 0.30, 0.35 and 0.36 when the inclination angle is set to +/- 0.5 degrees, +/- 7 degrees, +/- 14 degrees and +/- 21 degrees at the compound times of 3. The accuracy of the estimated results has an opposite trend with the increase of inclination angle interval. It also shows that the NRMSE are 0.24, 0.23, 0.22 and 0.22 when using 3, 5, 7 and 9 times to compound at a fixed angle interval of +/- 0.5 degrees. The accuracy of the estimation results is related slightly to the number of compound.	[Xiong, Min; Zhang, Yufeng; Gao, Lian; Zhao, Weijia; Zhu, Hongxuan] Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China; [Zhang, Kexin] Kunming Med Univ, Affiliated Hosp 2, Dept Ultrason Examinat, Kunming, Yunnan, Peoples R China	Zhang, YF (reprint author), Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China.				National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561049]; Natural Science Foundation of Yunnan Provincial [2013FA008]	The research work was supported by the National Natural Science Foundation of China under Grant No. 61561049, and the Natural Science Foundation of Yunnan Provincial under Grant No. 2013FA008.		12	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													5	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100337					2019-12-05	
B	Yang, CD; Zhang, YF; Wang, YQ; Huo, JJ; Chen, JH; Li, ZY		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Yang, Chendi; Zhang, Yufeng; Wang, Yuqian; Huo, Jinggjing; Chen, Jianhua; Li, Zhiyao			An Assessment of Coherent Plane-Wave Compounding Ultrasonography Applied to Detect the Common Carotid Artery Wall with the Three Membrane Structure	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	coherent plane-wave compounding ultrasonography; three-membrane structure of the CCA; atherosclerosis; quantitative evaluation	INTRAMURAL SHEAR STRAIN; LONGITUDINAL DISPLACEMENT; IMT	As one of the most precise predictors for assessment of potential atherosclerosis to prevent future cardiovascular and cerebrovascular diseases in the medical diagnosis, changes in three-membrane structure (3MS) of common carotid artery (CCA) wall and related dynamic features have a high clinical relevance. However, the standard ultrasonography (SU), a common technique to measure the thicknesses of the membranes of CCA walls and related dynamic parameters, scans objects by focused beam transmissions line-by-line. The limited number of focus causes vessel wall imaging to be discontinuous and fuzzy in the regions outside the focus. Thus the measurement accuracy and reliability for diagnosis indices based on the images are degraded. In present study, we propose to use the coherent plane wave compounding ultrasonography (CPCU) for scanning the CCA wall with 3MS to improve the detection performance. A 3D scatterer model of CCA with 3MS is established to simulate SUand CPCU-based B-mode images by using ultrasound simulation platform. The thicknesses of intima, media and adventitia of the CCA wall are segmented from B-mode images by using the threshold method, respectively. Results based on 30 sets of simulations show that the measurement accuracies for the thicknesses of three membrane structure based on the CPCU and the SU are not significantly different, but the effective detection ratio of segmentation from images based on CPCU is 12% higher than that based on SU.	[Yang, Chendi; Zhang, Yufeng; Wang, Yuqian; Huo, Jinggjing; Chen, Jianhua] Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China; [Li, Zhiyao] Kunming Med Univ, Affiliated Hosp 3, Dept Ultrason Examinat, Kunming, Yunnan, Peoples R China	Zhang, YF (reprint author), Yunnan Univ, Informat Sch, Dept Elect Engn, Kunming, Yunnan, Peoples R China.				National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61561049]; Natural Science Foundation of Yunnan Provincial [2013FA008]	The research work was supported by the National Natural Science Foundation of China under Grant No. 61561049, and the Natural Science Foundation of Yunnan Provincial under Grant No. 2013FA008.		15	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													6	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100288					2019-12-05	
B	Yue, YT; Wang, SF		Li, Q; Wang, L; Zhou, M; Sun, L; Qiu, S; Liu, H		Yue, Yaoting; Wang, Shunfang			Kernel Principal Component Analysis Based on Semi-supervised Dimensionality Reduction and Its Application on Protein Subnuclear Localization	2017 10TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING, BIOMEDICAL ENGINEERING AND INFORMATICS (CISP-BMEI)			English	Proceedings Paper	10th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	OCT 14-16, 2017	E China Normal Univ, Shanghai, PEOPLES R CHINA	IEEE Engn Med & Biol Soc, AAi	E China Normal Univ	Kernel parameter; Kernel principal component analysis; Semi-supervised learning; Discriminant criterion; Protein subnuclear location		Kernel parameter of kernel principal component analysis (KPCA) has a great effect on the extraction of useful information from high dimensional and nonlinear protein data. If value of it is set unreasonably, the dimension-reduced data are insufficient for discrimination. Based on this point, a new method is proposed to search the optimal window width parameter in gaussian kernel by introducing the idea of semi-supervised learning in this paper. We firstly employed the particle swarm optimization (PSO) algorithm to search the optimal interval of kernel parameter through a new discriminant criterion. Then the traversing method was applied to search the optimal parameter in the obtained interval. To verify the feasibility of the proposed approach, which is named as KPCA based on semi-supervised dimensionality reduction, numerical experiments were conducted on a public dataset to predict protein subnuclear location with the classifier of k-nearest neighbors (KNN). The final results by Jackknife test prove that our method is efficient and significative.	[Yue, Yaoting; Wang, Shunfang] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China	Wang, SF (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China.	wangsf_66@hotmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11661081]; Natural Science Foundation of Yunnan ProvinceNatural Science Foundation of Yunnan Province [2017FA032]	This research is supported by grants from National Natural Science Foundation of China (11661081) and Natural Science Foundation of Yunnan Province (2017FA032).		22	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-1937-7				2017													6	Engineering, Biomedical; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Engineering; Imaging Science & Photographic Technology	BM4XJ	WOS:000464407100385					2019-12-05	
S	Wang, CJ; Wu, JY; Yuan, Y; Liu, J		Wang, G; Fox, G; Martinez, G; Hill, R; Mueller, P		Wang, Changji; Wu, Jiayuan; Yuan, Yuan; Liu, Jing			Insecurity of Cheng et al.'s efficient revocation in ciphertext-policy attribute-based encryption based cryptographic cloud storage	2017 15TH IEEE INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED PROCESSING WITH APPLICATIONS AND 2017 16TH IEEE INTERNATIONAL CONFERENCE ON UBIQUITOUS COMPUTING AND COMMUNICATIONS (ISPA/IUCC 2017)	IEEE International Symposium on Parallel and Distributed Processing with Applications		English	Proceedings Paper	15th IEEE International Symposium on Parallel and Distributed Processing with Applications (ISPA) / 16th IEEE International Conference on Ubiquitous Computing and Communications (IUCC)	DEC 12-15, 2017	Guangzhou, PEOPLES R CHINA	IEEE, IEEE Comp Soc, Guangzhou Univ, Cent S Univ		cloud storage; ciphertext-policy attribute-based encryption; access policy revocation; information dispersal algorithm; all-or-nothing transform		Ciphertext-policy attribute-based encryption (CP-ABE) is a promising solution to the problem of fine-grained access control over encrypted data in the cloud. Several CP-ABE based cryptographic cloud storage systems have been proposed in recent years. However, access policy revocation is expensive in these systems, because data owner has to retrieve, re-encrypt and re-upload the data when access policy updates. To optimize the access policy revocation procedure, Cheng et al. proposed a revocation scheme for CP-ABE based cryptographic cloud storage. In their scheme, the original data is first divided into a number of slices, and then uploaded to the cloud storage. When a revocation occurs, the data owner needs only to retrieve, re-encrypt and re-upload one slice instead of the entire data. They claimed that their scheme is efficient and computationally secure. In this paper, we first point out Cheng et al.'s scheme only preserves all-or-nothing property for one time, then we show that it is susceptible to a fatal attack from the malicious revoked data user who stores the symmetric key or generates extra valid slices.	[Wang, Changji] Guangdong Univ Foreign Studies, Collaborat Innovat Ctr 21st Century Maritime Silk, Sch Informat Sci & Technol, Guangzhou 510006, Guangdong, Peoples R China; [Wu, Jiayuan] Sun Yat Sen Univ, Sch Data Sci & Comp, Guangzhou 510006, Guangdong, Peoples R China; [Yuan, Yuan] Guangdong Univ Foreign Studies, Sch Finance, Guangzhou 510006, Guangdong, Peoples R China; [Liu, Jing] Yunnan Univ, Natl Pilot Sch Software, Kunming 650500, Yunnan, Peoples R China	Wang, CJ (reprint author), Guangdong Univ Foreign Studies, Collaborat Innovat Ctr 21st Century Maritime Silk, Sch Informat Sci & Technol, Guangzhou 510006, Guangdong, Peoples R China.	wchangji@gmail.com			Science and Technology Program of Guangzhou [201707010358]; Opening Project of Shanghai Key Laboratory of Integrated Administration Technologies for Information Security [AGK201707]	This research is jointly funded by Science and Technology Program of Guangzhou (Grant No. 201707010358), and the Opening Project of Shanghai Key Laboratory of Integrated Administration Technologies for Information Security (Grant No. AGK201707).		23	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2158-9178		978-1-5386-3790-6	IEEE INT SYMP PARAL			2017							1387	1393		10.1109/ISPA/IUCC.2017.00210			7	Computer Science, Hardware & Architecture; Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Telecommunications	Computer Science; Telecommunications	BM4YH	WOS:000464435000200					2019-12-05	
B	Liu, SS; Wang, SF			IEEE	Liu, Shenshen; Wang, Shunfang			An Improved Face Recognition Fusion Algorithm Based on the Features Extracted from Gabor, PCA and KPCA	2017 5TH INTERNATIONAL CONFERENCE ON MECHANICAL, AUTOMOTIVE AND MATERIALS ENGINEERING (CMAME)			English	Proceedings Paper	5th International Conference on Mechanical, Automotive and Materials Engineering (CMAME)	AUG 01-03, 2017	Guangzhou, PEOPLES R CHINA	IEEE, Guangdong Univ Technol, S Asia Inst Sci & Engn		bilinear interpolation; Gabor wavelets; principal component analysis; kernel; linear discriminant analysis; feature fusion		Many problems can affect the efficiency of the face recognition such as illumination, posture, occlusion and so on, which can be summarized as the mixture of some linear and nonlinear interference factors. To solve this problem, this paper proposes a face recognition algorithm based on the Gabor wavelet, principal component analysis (PCA) and kernel PCA (KPCA). Specifically, bilinear interpolation is introduced to preprocess the original face database. Then, Gabor wavelets are used to extract the detailed features of the faces. The extracted Gabor features are dimensional reduced by two methods, respectively, they are: principal component analysis (PCA) plus linear discriminant analysis (LDA) and KPCA plus LDA. The two dimensional reduced features are then fused together with certain weights. All the experiments are based on the YALE face database and the ORL face database. The proposed algorithm can effectively improve the efficiency of face recognition in the complex environment.	[Liu, Shenshen; Wang, Shunfang] Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China	Wang, SF (reprint author), Yunnan Univ, Sch Informat Sci & Engn, Kunming 650504, Yunnan, Peoples R China.	wangsf_66@hotmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11661081, 11261068]	This research is fully supported by grants from National Natural Science Foundation of China (11661081, 11261068).		16	0	0	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-0432-8				2017							390	394					5	Engineering, Electrical & Electronic; Engineering, Mechanical; Materials Science, Multidisciplinary; Transportation Science & Technology	Engineering; Materials Science; Transportation	BM5AX	WOS:000464669900080					2019-12-05	
