Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"First-principle theory on the relaxation configurations and electronic structures of Si(001) surface","20093212240754","Qin, Fang (1); Wang, Chong (1); Deng, Rong-Bin (1); Yang, Yu (1) ","(1) Research Institute of Engineering and Technology, Yunnan University, Kunming 650091, China ","Yang, Y.(yuyang@ynu.edu.cn) ","Fenmo Yejin Cailiao Kexue yu Gongcheng/Materials Science and Engineering of Powder Metallurgy","Fenmo Yejin Cailiao Kexue yu Gongcheng","","Central South University","14","3","143-146","June 2009","","","","2009","Chinese","16730224","","","","","","","","","","","Journal article (JA)","For further studing the surface absorption and surface reaction for Si(001), the Si(001) surface was studied by using the first-principle method, and the equilibrium structure has been obtained by optimizing the structure; meanwhile, based on the optimum structure, the effects of variable vacuum layer thickness and slab thickness on the surface energies and surface atomic displacements were also studied. It shows that vacuum layer thickness and slab thickness have great influence on the surface energies and surface atomic displacements, respectively; if the slab thicknesses is at least 8 atom layers and the vacuum layer thickness is more than 1 nm, surface energies and surface atomic displacements tend to become convergent. In contrast with an ideal surface, the electronic structure of Si(001) surface and bonding characteristics change greatly under the influence of the surface relaxation. After the relaxation, system energy touches its minimum, and the structure becomes more stable.","14","Crystal atomic structure","Atoms - Electronic structure - Interfacial energy - Silicon - Structural optimization - Surface reactions - Surface relaxation","Atomic displacement - Bonding characteristics - Density of state - Equilibrium structures - First principle method - First-principle theory - Si(0 0 1) - Surface absorption and surface reactions","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 802.2 Chemical Reactions - 921.5 Optimization Techniques - 931 Classical Physics; Quantum Theory; Relativity - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect factors of third phase produced by N235 extracting Pt system","20093412266873","Liu, Yue-Ying (1); Chen, Jing (1); Xie, Qi-Ying (1) ","(1) School of Chemical Science and Technology, Yunnan University, Kunming 650091, China ","Chen, J.(chjing@ynu.edu.cn) ","Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals","Zhongguo Youse Jinshu Xuebao","","Central South University of Technology","19","7","1316-1321","July 2009","","","","2009","Chinese","10040609","","","","","","","","","","ZYJXFK","Journal article (JA)","The formation of the third phase and the influence of different effect factors on Pt extraction in the N235/HCl/Pt solvent extraction system were investigated by determining the distribution of HCl and H2PtCl6 in organic and aqueous phase, as well as determining the conductivity, volume and water content of the third phase. The results show that H2PtCl6 can be extracted efficiently by tertiary amine N235 no matter under the condition of with or without modifier TBP in the organic phase at high or low initial HCl concentration. And the first step extraction rate is more than 99%. The variety of diluent affects the volume, conductivity and water content of the third phase. However, it has no effect on the Pt extraction rate. In addition, in a gradual step extracting Pt system using C12H26 as the diluent, the Pt concentration in organic phase can reach more than 13.21 g/L without the formation of the third phase. While using sulfonated kerosene as the diluent, the Pt concentration in organic phase can reach more than 23.72 g/L without the formation of the third phase.","15","Platinum","Amines - Chlorine compounds - Solvent extraction","Aqueous phase - Different effects - Effect factors - Extraction rate - Organic phase - Solvent extraction system - Tertiary amine - Third phase","547.1 Precious Metals - 802.3 Chemical Operations - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Solid phase extraction of palladium with hexyl benzimidazole sulfide resins","20102713051665","Huang, Zhang-Jie (1); Chen, Jing (1); Xie, Ming-Jin (1) ","(1) School of Chemical Science and Technology, Yunnan University, Kunming 650091, China ","Chen, J.(chjing@ynu.edu.cn) ","Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals","Zhongguo Youse Jinshu Xuebao","","Central South University of Technology","20","5","983-989","May 2010","","","","2010","Chinese","10040609","","","","","","","","","","ZYJXFK","Journal article (JA)","A new extractant of hexyl benzimidazole sulfide (HBMS) was synthesized and its structure was analyzed. Then HBMS resins were prepared with this HBMS. The properties of the extraction of palladium with the HBMS resins were studied. The effects of H+ concentration on the extraction of Pd (II) were investigated. The results show that platinum and palladium can be separated with HBMS resins at a relatively low acidity. The mechanism of extracting palladium (II) with HBMS resins was determined to be coordination replacing by ultraviolet-visible spectrum and infrared absorption spectrum. The crystal structure of the HBMS-Pd (II) shows that the complex is in completely symmetric plane square structure with palladium atom as the symmetric center, in which HBMS coordinates with palladium (II) via the imidazole N atom. The molar ratio of Pd (II) to HBMS is 1-2.","15","Palladium compounds","Absorption spectroscopy - Crystal atomic structure - Extraction - Light absorption - Molar ratio - Palladium - Phase separation - Platinum - Resins - Sulfur compounds","Benzimidazoles - Extractants - Platinum and palladiums - Solid-phase extraction - Symmetric planes - Ultraviolet-visible spectra","547.1 Precious Metals - 741.1 Light/Optics - 802.3 Chemical Operations - 815.1.1 Organic Polymers - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation and properties of V-doped TiO2powders","20092712163703","Yang, Zhen-Ni (1); Liu, Qiang (1); Zhu, Zhong-Qi (1); Zhang, Jin (1); Liu, Qing-Ju (1) ","(1) Department of Material Science and Engineering, Yunnan University, Kunming 650091, China ","Liu, Q.-J.(qjliu@ynu.edu.cn) ","Fenmo Yejin Cailiao Kexue yu Gongcheng/Materials Science and Engineering of Powder Metallurgy","Fenmo Yejin Cailiao Kexue yu Gongcheng","","Central South University","14","1","63-66","February 2009","","","","2009","Chinese","16730224","","","","","","","","","","","Journal article (JA)","Environmental pollution and energy resources shortening have prompted an enormous research in TiO2semiconductor-based photocatalysts over the last decade. Doping of metal cations into TiO2is attracting a continuously increasing attention because of its high reactivity under visible-light. In the present paper's research, TiO2powders doped with different concentration of vanadium were prepared by aqueous phase method, and the powders were infiltration treated in H2SO4solution. The effects of doping concentration on the absorption spectrum and photocatalytic degradation of methyl orange were studied. The results indicate that the absorbing wavelength threshold value of V-doped TiO2powders is shifted to about 600 nm, and it largely enhances the TiO2absorption of visible light, then the optimum degradation rate of methyl orange is 69% higher than that of pure TiO2after 6 h irradiation by a fluorescent lamp. The optimal concentration of vanadium is 2.5% (mol ratio), and the photocatalytic activity of V-doped TiO2powders modified by H2SO4solution is also improved.","16","Titanium dioxide","Absorption spectroscopy - Azo dyes - Citrus fruits - Degradation - Energy resources - Irradiation - Light - Photocatalysis - Photocatalysts - Photodegradation - Powder metals - Powders - Semiconductor doping - Vanadium","Degradation rate - Doping concentration - Environmental pollutions - Optimal concentration - Photo catalytic degradation - Photocatalytic activities - Vanadium doping - Visible-light irradiation","525.1 Energy Resources and Renewable Energy Issues - 543.6 Vanadium and Alloys - 712.1 Semiconducting Materials - 741.1 Light/Optics - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804.2 Inorganic Compounds - 821.4 Agricultural Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Solvent extraction of trace Au(I) from alkaline cyanide solution by N503/TBP system","20093412266877","Zhou, Yang (1); Li, Xue-Ling (1); Gu, Shuo-Yue (1); Yang, Xiang-Jun (1) ","(1) School of Chemical Science and Technology, Yunnan University, Kunming 650091, China ","Yang, X.-J.(gnft@ynu.edu.cn) ","Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals","Zhongguo Youse Jinshu Xuebao","","Central South University of Technology","19","7","1345-1349","July 2009","","","","2009","Chinese","10040609","","","","","","","","","","ZYJXFK","Journal article (JA)","The extraction of trace Au(I) from alkaline cyanide solution by N, N'-di(1-methylheptyl) acetamide (N503) and tri-butylphosphate (TBP) was studied. The influence of several variables on the gold extraction, including the N503 volume fraction, pH value of the solution, TBP concentration, NaCl concentration and phase ratio (A/O) in aqueous phase were investigated. The results show that almost all of Au(I) in the aqueous phase can be extracted into the organic phase when the volume fraction of N503 is more than 10% and pH value of the solution is in the range of 7-11, and the extraction rate is more than 98%. When pH > 11, although TBP concentration has little effect on the extraction rate of Au(I), the increase of TBP concentration can increase Ph50 value of N503/TBP extraction system. The experiments with a real cyanide leaching solution show that the extractive selectivity for different metal ions from difficult to easy is Fe(CN)64- > Ni(CN)42- > Zn(CN)42- > Cu(CN)32- > Au(CN)2-.","16","Gold compounds","Alkalinity - Cyanides - Metal ions - Metals - pH - Sodium chloride - Solvent extraction - Trichloroethylene - Volume fraction","Alkaline cyanide solution - Cyanide leaching - Extraction systems - Gold extraction - KAu(CN)2 - NaCl concentration - Several variables - Tri-butylphosphate","531.1 Metallurgy - 641.1 Thermodynamics - 801.1 Chemistry, General - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Motion force analysis and simulation of dry-cured ham during knead processing","20162102422671","Zhang, Yijie (1); Yu, Yang (1); Kong, Lingqiong (2); Zhang, Xi (3); Hu, Hongchao (1); Shi, Jie (1) ","(1) College of Mechanical and Electrical Engineering, Yunnan Agricultural University, Kunming; 650201, China (2) College of Water Conservancy, Yunnan Agricultural University, Kunming; 650201, China (3) College of Animal Science and Technology, Yunnan Agricultural University, Kunming; 650201, China ","Zhang, Xi(943727490@qq.com) ","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","","Chinese Society of Agricultural Engineering","32","10","296-302","May 15, 2016","","","","2016","Chinese","10026819","","","","10.11975/j.issn.1002-6819.2016.10.040","","","","","","NGOXEO","Journal article (JA)","Yunnan Ham is one of China's 3 best-known brands of dry-cured hams. Over many years, the production of Yunnan Ham has relied on the manual skills of workers. Therefore, the production process is confronted with such problems as inefficiency, extremely high salinity, and instability in quality. Because of the impact of other domestic and foreign ham brands, the market share of Yunnan Ham has been declining every year. Considering this situation, the Yunnan Agricultural University has developed a novel HTRZJ500 ham-kneading machine (hereinafter referred to as HTRZJ500) suited for the production features of Yunnan Ham. The HTRZJ500 operates based on the following principles: while dry-cured pig legs are conveyed on a belt, it is kneaded by a cam gear and pressure-rolling device located below and above the conveyor belt, respectively; the pig leg is kneaded and massaged through a combination of top kneading and roll kneading. Based on the anatomical structure of a Yunnan Ham and the structural dimensions of the kneading device, the pig leg model is divided into 4 kneading sections (i.e., A, B, C and D), and a working position graph for the 7 typical kneading positions used during the process is drawn, from feeding the pig leg onto the kneading area to the complete exiting of the pig leg through the second group of pressure rollers in the kneading area. As shown in the working position graph, there is a phase angle difference of 90° between the adjacent cams. The pig leg is jointly kneaded by 2 groups of cams and 2 groups of pressure rollers throughout the process, from the entry of Section A to the exit of Section D through the second group of cams. The pig leg experiences a wavelike kneading effect under the joint action of top kneading by cams and roll kneading by pressure rollers. Based on the working position graph and design parameters, the pig leg is top-kneaded approximately 36 times by the cams for 12 s. The 2 peak values of kneading force are 609 and 973 N. The Yunnan Agricultural University developed a SolidWorks-based virtual prototype of the ham-kneading device, and employed SolidWorks Motion to simulate the kneading process during which the pig leg passed through 3 groups of pressure rollers. The simulation time was 4 s, and the velocity diagram and acceleration diagram for the pig leg was obtained with the simulated variation curve for the kneading force. The following simulation results were obtained: (1) Both the velocity and acceleration of the pig leg changed in the vertical direction; the acceleration changed uniformly. The continuous up-down vibration of the pig leg helped in fully eliminating the accumulated blood in internal blood vessels, loosed the leg meat and caused rapid penetration and diffusion of salt into the leg meat. (2) The simulated variation curve of kneading force had 2 peak values (677 and 994 N), and the relative errors between simulation and calculated value of the working position graph were 10% and 2.1% respectively, proving the practicality of the kinematics simulation analysis model. This paper provides an in-depth analysis of the kneading process of the kneading machine developed for Yunnan Ham through a combination of diagrammatic method and virtual simulation technology. The research methods and ideas are very novel, and the research contents are significant for improving the mechanized production process of Yunnan Ham. The research conclusions provide theoretical and technical guidance for pilot production and structure optimization of the physical prototype of HTRZJ500 in the future study. © 2016, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","15","Mammals","Agricultural machinery - Agriculture - Belt conveyors - Blood vessels - Cams - Competition - Computer simulation - Curing - Drying - Kinematics - Meats - Models - Motion analysis - Pilot plants - Rollers (machine components) - Structural optimization","Dry-cured ham - Kinematics simulation - Kneading - Kneading device - Phase angle differences - Structural dimensions - Structure optimization - Working position diagrams","461.2 Biological Materials and Tissue Engineering - 601.2 Machine Components - 601.3 Mechanisms - 692.1 Conveyors - 723.2 Data Processing and Image Processing - 723.5 Computer Applications - 802.2 Chemical Reactions - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 821.1 Agricultural Machinery and Equipment - 822.3 Food Products - 911.2 Industrial Economics - 921.5 Optimization Techniques - 931.1 Mechanics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Discussion of another teaching way of teaching design exchange programs between two universities","20091311976025","Xiao, Jinhua (1); Wen, Weicai (2); Kuang, Mingquan (3) ","(1) Department of Industrial Design, China Jiliang University, Hangzhou, Zhejiang, China (2) Department of Industrial Design, WuYi University, Jiangmen, Guangdong, China (3) Media Institute, Zhejiang University of Media and Communications, Hangzhou, Zhejiang, China ","Xiao, J.(xiao7_7@sina.com.cn) ","9th International Conference on Computer-Aided Industrial Design and Conceptual Design: Multicultural Creation and Design - CAIDCD 2008","Int. Conf. Comput.-Aided Ind. Des. Concept. Des. Multicult. Creat. Des. - CAIDandCD","IEEE Beijing Section; Ind. Design Inst., Chinese Mechanical Engineering Society; Yunnan University; Zhejiang University","IEEE Computer Society","","","720-723","2008","9th International Conference on Computer-Aided Industrial Design and Conceptual Design: Multicultural Creation and Design -CAIDCD 2008","","","2008","English","","","","9781424432912","10.1109/CAIDCD.2008.4730666","4730666","9th International Conference on Computer-Aided Industrial Design and Conceptual Design: Multicultural Creation and Design -CAIDCD 2008","November 22, 2008 - November 25, 2008","Kunming, China","75367","","Conference article (CA)","Basing on the practice of design teaching exchange programs between two universities, the thesis tries to discuss another design teaching way which focused on the design teaching exchange between universities, and raises its' purpose, importance, feasibility. Through teaching exchange programs, we can find each part's strongpoint about the training mode of design education and the student design skills. Moreover, we can find the gaps each other and develop together. Finally, the thesis also discusses the exchange modes of design education. © 2008 IEEE.","2","Product design","Conceptual design - Students","Design Education - Design exchanges - Design skills - Design teaching - Exchange programs - Teaching designs - Training mode","913.1 Production Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Petrological characteristics, geochemical feature and metallogenetic relation of alkaline-rich rocks in northwest of Yunan Province, China","20114014402423","Zhang, De-Xian (1, 2); Dai, Ta-Gen (1) ","(1) School of Geosciences and Info-physics, Central South University, Changsha 410083, China (2) Economic Geology Research Unit, James Cook University, Townsville, 4811, QLD, Australia ","Zhang, D.-X.(dxzhang303@gmail.com) ","Journal of Central South University of Technology (English Edition)","J. Cent. South Univ. Technol. Eng. Ed.","","Central South University of Technology","18","4","1217-1225","August 2011","","","","2011","English","10059784","","","","10.1007/s11771-011-0825-0","","","","","","JCSTFT","Journal article (JA)","The alkali-rich rocks, spreading along the suture zone of Jingsha River, refer to the alkali-rich porphyry rocks, which emplace during the Himalaya epoch in northwest of Yunnan Province, and consist of syenit, syenit porphyry, monzonite porphyry and granite porphyry. Petrological chemical analysis results suggest that silica is poor and aluminum is rich, and high potassium large ion lithophile elements (LILE), light rare earth element (LREE) and Sr are obviously detracted in these rocks. High field strength elements (HFSE) and heavy rare earth element (HREE) are depleted, especially Nb, Ta, P and Ti. δEu: 0.09.1.64 shows that plagioclase does not appear fractional crystallization during the formation of alkali-rich rocks. δ34S, H and O isotopes and Pb isotopes suggest that ore-forming fluid is derived from the mantle, and Pb is possibly mixed by mantle, wall rock and crust. The age of Pb in alkali-rich rocks is about 250.220 Ma. The age of alkali porphyry rock (dykes) varies from 30 Ma to 50 Ma. Alkali rocks have strong metallogenetic relation. Au mineralization is associated to the alkali magmatic activities with a relatively high temperature, low pressure and high oxygen fugacity. However, copper mineralization is mainly associated with alkali-sub-alkali magmatic activities in a process of relatively low temperature, high pressure and lower oxygen fugacity. © 2011 Central South University Press and Springer-Verlag Berlin Heidelberg.","70","Rocks","Alkalinity - Chemical analysis - Exploratory geochemistry - Feldspar - Geochemistry - Geochronology - Isotopes - Mineralogy - Oxygen - Petrology - Rare earth elements - Rare earths - Silica - Structural geology - Tectonics - Temperature","Copper mineralization - Fractional crystallization - Geochemical features - Heavy rare earth elements - High field strength elements - Large ion lithophile elements - Light rare earth elements - Metallogenetic relation","481 Geology and Geophysics - 482 Mineralogy - 482.2 Minerals - 547.2 Rare Earth Metals - 641.1 Thermodynamics - 801.1 Chemistry, General - 804 Chemical Products Generally - 804.2 Inorganic Compounds",,"Number: -, Acronym: -, Sponsor: Hunan Provincial Innovation Foundation for Postgraduate; ","Foundation item: Project(1343-74334000019) supported by the PhD Innovation Subject of Central south University, China; and Project(1960-71131100088 (CX2010B085)) supported by the Hunan Provincial Innovation Foundation For Postgraduate Students, China Received date: 2010−04−15; Accepted date: 2010−03−01 Corresponding author: ZHANG De-xian, PhD; Tel: +86−13467514585; E-mail: dxzhang303@gmail.com",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on urban expansion methods based on lacunarity index","20192407024502","He, Xiong (1); Yang, Zijiang (1); Zhang, Kun (1) ","(1) Yunnan University Kunming, China ","Yang, Zijiang(kmziy@126.com) ","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","University of Oslo, Department of Informatics","Association for Computing Machinery","Part F148261","","93-98","2019","","","1 of 1","2019","English","","","","9781450362450","10.1145/3318236.3318237","","2nd International Conference on Geoinformatics and Data Analysis, ICGDA 2019","March 15, 2019 - March 17, 2019","Prague, Czech republic","148261","","Conference article (CA)","The problem of urban expansion is an important part of urban development, the domestic research methods were summarized and analyzed. The study found that existing methods can be divided into exponential changes, land use changes and monitoring simulations. However, the research results of existing methods are homogenized. In this study, the gap index model was established and Kunming and Yuxi were taken as examples to systematically introduce the gap index to calculate urban expansion. The study found that the global gap index can better describe the urban expansion characteristics and can explain the heterogeneity between urban land use by scale shifting; The local clearance index can not only describe the urban expansion characteristics, but also analyze the urban expansion direction and expansion trend in detail to describe the spatial pattern change of urban expansion. The application of the gap index in urban expansion has a very good reference for future urban expansion research. © 2019 Association for Computing Machinery.","19","Land use","Urban growth","Lacunarity - Methods - Scale - Spatial patterns - Urban expansion","403 Urban and Regional Planning and Development - 403.1 Urban Planning and Development",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Energy efficiency analysis of access control protocol for radio on fiber network based on IEEE 802.11 PCF","20173104008101","Guan, Zheng (1); Qian, Wenhua (1); He, Min (1); Yang, Zhijun (1, 2) ","(1) School of Information Science and Technology, Yunnan University, Kunming; 650091, China (2) Educational and Scientific Institute, Educational Department of Yunnan Province, Kunming; 650223, China ","","Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition)","Dongnan Daxue Xuebao","","Southeast University","47","3","444-449","May 20, 2017","","","","2017","Chinese","10010505","","","","10.3969/j.issn.1001-0505.2017.03.005","","","","","","DDXZB9","Journal article (JA)","To improve the network energy efficiency, an access control protocol named parallel-gated poll (PGP) based on IEEE 802.11 point coordination function (PCF) is proposed for the media access control (MAC) of radio-over-fiber based distributed antenna systems (RoF-DAS). First, the sleep/awake mechanism and the piggyback mechanism are developed to reduce the energy consumption. The parallel gated service mechanism is used to improve the transmit efficiency, and then the access energy efficiency is increased. Secondly, the average period analysis model is built to obtain the closed form expressions for the quantitative relationship among the energy efficiency, the traffic load and the data arrival rate. Finally, the performance of the proposed protocol is tested by simulation experiments. The experimental results demonstrate that the energy efficiency for network access of PGP is 700% of that of the PCF, and 350% of that of the green poll (GP). © 2017, Editorial Department of Journal of Southeast University. All right reserved.","13","Energy efficiency","Antennas - Energy utilization - IEEE Standards - Internet protocols - Medium access control - Power management (telecommunication) - Radio-over-fiber - Surveys","Access control protocol - Closed-form expression - Distributed antenna system - Energy efficiency analysis - Media access control protocol - Point coordination functions - Polling - Radio on fibers","525.2 Energy Conservation - 525.3 Energy Utilization - 717.1 Optical Communication Systems - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Why do some evergreen species keep their leaves for a second winter, while others lose them?","20150400456784","Grubb, Peter J. (1); Thompson, Christine L. (2); Harper, Geoffrey H. (2) ","(1) Department of Plant Sciences, University of Cambridge, Downing Street, Cambridge; CB2 3EA, United Kingdom (2) Royal Botanic Garden Edinburgh, 20A Inverleith Row, Edinburgh; EH3 5LR, United Kingdom ","Grubb, Peter J.(pjg12@cam.ac.uk) ","Forests","Forests","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","5","11","2594-2612","2014","","","","2014","English","","19994907","","","10.3390/f5112594","","","","","","","Journal article (JA)","In subtropical montane semi-moist forest in SW China (SMSF), a large majority of evergreen tree and tall shrub species was found to have only one cohort of old leaves in early spring. In contrast, almost all species of evergreen tree and tall shrub in warm temperate rain forest (WTRF) in Japan and sclerophylls in Mediterranean-climate forest (MSF) of the Mediterranean Basin have two or more cohorts of old leaves in early spring; they drop their oldest cohort during or soon after leaf outgrowth in spring. Japanese WTRF has no dry season and MSF a dry summer. SMSF has a dry winter. On four evergreen Rhododendron species from SW China with only one cohort of old leaves in spring when in cultivation in Scotland, the majority of leaves in the senescing cohort fell by the end of December. We hypothesize that with dry winters, there is an advantage to dropping older leaves in autumn, because there is a low chance of appreciable positive assimilation in winter and a high chance of desiccation, reducing the resorption of dry mass and mineral nutrients from ageing leaves. Our hypothesis may be extended to cover evergreens at high altitude or high latitude that experience cold soils in winter. © 2014 by the authors.","46","Forestry",,"Evergreen species - Leaf longevity - Mediterranean basin - Mediterranean climates - Mineral nutrients - Moist forests - Rhododendron - Yunnan","821.0 Woodlands and Forestry",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Downstream Hydrological Impacts of Hydropower Development in the Upper Mekong Basin","20123615395204","Räsänen, Timo A. (1); Koponen, Jorma (2); Lauri, Hannu (2); Kummu, Matti (1) ","(1) Water and Development Research Group, Aalto University, P.O. Box 15200, 00076 Aalto, Finland (2) Environmental Impact Assessment Centre of Finland Ltd., Tekniikantie 21 b, 02150 Espoo, Finland ","Räsänen, T. A.(timo.rasanen@aalto.fi) ","Water Resources Management","Water Resour. Manage.","","Kluwer Academic Publishers","26","12","3495-3513","September 2012","","","","2012","English","09204741","","","","10.1007/s11269-012-0087-0","","","","","","","Journal article (JA)","The Mekong River Basin in Southeast Asia is experiencing extensive hydropower development. Concerns have been raised about the consequences of the development for the ecosystems, livelihoods and food security in the region. The largest planned hydropower dam cascade in the basin, the Lancang-Jiang cascade, is currently under construction and already partly built into the Upper Mekong Basin, China. In this paper we assess the impact of the Lancang-Jiang cascade on downstream hydrology by using a combination of a hydrological model and a reservoir cascade optimization model. The hydrological changes were quantified in detail at the Chiang Saen gauging station in Thailand, the first gauge station downstream from the cascade, and in lesser detail at four other downstream locations in the Mekong mainstream. We found that on average the Lancang-Jiang cascade increased the December-May discharge by 34-155 % and decreased the July-September discharge by 29-36 % at Chiang Saen. Furthermore, the Lancang-Jiang cascade reduced (increased) the range of hydrological variability during the wet season (dry season) months. The dry season hydrological changes were significant also in all downstream gauging stations, even as far as Kratie in Cambodia. Thus the Mekong's hydrological regime has been significantly altered by the Lancang-Jiang cascade, but what the consequences are for ecosystems and livelihoods, needs further study. © 2012 Springer Science+Business Media B.V.","59","Reservoirs (water)","Drought - Dynamic programming - Ecosystems - Food supply - Hydroelectric power - Hydroelectric power plants","Hydrological impact assessments - Hydrological modelling - Hydropower operation - The Mekong Basin - Yunnan","441.2 Reservoirs - 444 Water Resources - 454.3 Ecology and Ecosystems - 611.1 Hydroelectric Power Plants - 822.3 Food Products - 921.5 Optimization Techniques",,"Number: 133748, Acronym: -, Sponsor: Academy of Finland; Number: -, Acronym: -, Sponsor: Aalto-Yliopisto; ","Acknowledgments The authors would like to thank the Mekong River Commission for providing the discharge data for the study. The authors are grateful to Prof. Olli Varis, Dr. Marko Keskinen, Aura Salmivaara and Mirja Kattelus for their support. Timo Räsänen received funding from the RYM-TO Graduate School and Maa-ja Vesitekniikan Tuki ry. and Matti Kummu received funding from the postdoctoral funds of Aalto University. The research was also supported by Academy of Finland (project 133748).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study and application of double trend time series prediction models of cigarette sell based on CBP","20080811110420","Xie, Xing-Feng (1); Xie, Dong-Feng (2); Zou, Ping (3) ","(1) School of Management and Economy, Kunming University of Science and Technology, Kunming 650093, China (2) Yunnan Province Tobacco Corporation, Kunming 650011, China (3) Yunnan Normal University, Kunming 650092, China ","Xie, X.-F.(xiexiaodao@hotmail.com) ","Kongzhi Lilun Yu Yingyong/Control Theory and Applications","Kong Zhi Li Lun Yu Ying Yong","","South China University of Technology, Guangzhou, 510640, China","24","6","1015-1020","December 2007","","","","2007","Chinese","10008152","","","","","","","","","","KLYYEB","Journal article (JA)","The prediction performance of double trend time series has dependence relation to its character: the trend change nature and season fluctuation characteristic. However, there is no effective way to construct the forecast method with the Neural Network and this double trend character. Based on circular back propagation network (CBP), a combined forecast model-CCBP is proposed which separates the weight of trend and the weight of fluctuation from predicted series data, respectively predicts the two weights, then multiplies two weight. After comparatively studying the data cases of some Yunnan tobacco company, it is proved that the CCBP model in the double trend time series has effectively enhanced the prediction performance.","5","Backpropagation","Forecasting - Neural networks - Tobacco","Circular back propagation (CBP) - Double trend - Time series","723.4 Artificial Intelligence - 821.4 Agricultural Products - 922.2 Mathematical Statistics","Applications (APP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
