Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Design and implementation of medium-sized and small hydropower management systems based on RIA","20115214650347","Liao, Shengli (1); Gao, Shangshang (1); Cheng, Chuntian (1); Cai, Huaxiang (2); Cai, Jianzhang (2); Li, Xiufeng (2) ","(1) Dalian University of Technology, Dalian 116024, China (2) Yunnan Power Dispatching Center, Kunming 650011, China ","Liao, S.(shengliliao@dlut.edu.cn) ","Dianli Xitong Zidonghua/Automation of Electric Power Systems","Dianli Xitong Zidonghue","","Automation of Electric Power Systems Press","35","23","102-106","December 10, 2011","","","","2011","Chinese","10001026","","","","","","","","","","DXZIE9","Journal article (JA)","Problems in the management of medium-sized and small hydropower systems are analyzed, and the general design scheme of developing medium-sized and small hydropower management systems based on the MVC model by adopting the Rich Internet Application (RIA) technology is put forward. The developing target, main framework, and function structure of the system are discussed with emphasis on the key techniques in the design and realization of the management system. A medium-sized and small hydropower management system is designed and developed based on the RIA technologies and is successfully applied to the management of medium-sized and small hydropower in Yunnan Province. Actual operation results show that the hydropower management system based on RIA under discussion can significantly improve the management efficiency and enhance the automation level of power dispatching. © 2011 State Grid Electric Power Research Institute Press.","13","Web services","Design - Electric load dispatching - Hydroelectric power","Auxiliary decision - Management systems - Power operation - Rich internet application (RIA) - Small scale","611.1 Hydroelectric Power Plants - 706.1.1 Electric Power Transmission",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reliable mobile underwater wireless communication using wideband chirp signal","20091712046746","He, CHengbing (1); Huang, Jianguo (1); Zhang, Qunfei (1); Lei, Kaizhuo (1) ","(1) College of Marine Engineering, Northwestern Polytechnical University, Xi'an, Shaanxi, 710072, China ","He, C. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","146-150","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.25","4796974","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","Acoustic communication between fast-moving underwater vehicles is difficult due to the fact the ratio of the vehicle speed to the sound speed many times exceeds its counterpart in the mobile radio channels. Hence, symbol synchronization, as important as carrier frequency identification, is critical for mobile underwater wireless communication. In this paper, we propose a reliable mobile underwater wireless communication using wideband chirp signals and a novel symbol self-synchronization method. The use of chirp signals takes advantage of the low Doppler sensitivity as well as their good autocorrelation properties. Several lake experiments and computer simulations have been carried out to verify the proposed system over different distances. Phenomenon of synchronization error accumulation caused by Doppler shift is presented. Our works show that the developed system is able to provide a reliable wireless link between fast-moving underwater vehicles. The achieved data rate is 300 bps with uncoded bit error rate around 10-3-10-5 when the relative speed is as large as 18 mls (36 knots). © 2009 IEEE.","11","Vehicle to vehicle communications","Bit error rate - Mobile computing - Synchronization - Underwater acoustics - Vehicles","Acoustic communications - Autocorrelation properties - Mobile radio channels - Phenomenon of synchronizations - Self synchronization - Symbol synchronization - Wideband chirp signals - Wireless communications","716 Telecommunication; Radar, Radio and Television - 723.1 Computer Programming - 751.1 Acoustic Waves - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A large frequency offset estimation algorithm for ieee 802.11a system","20091712046780","Qingwen, Han (1); Peng, Zhang (1); Youfang, Zhang (1) ","(1) Department of Electric and Communication, Chongqing University, Sha pingba, Chongqing 400044, China ","Qingwen, H.(hqwxixi@163.com) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","316-320","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.9","4797009","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","According to the packet structure of IEEE Standard 802.11a and the characters of short training symbols, a new frequency offset estimation algorithm is presented. A two stages strategy based on auto-correlation algorithm is used to solve the contradiction between estimation accuracy and estimation range. At the first stage, the coarse frequency offset estimating bases on the identity of half cyclical short training symbol. Then the exact frequency offset estimating can be done by the cancellation operation of long training symbols. The simulation based on 802.11a PHY model is done. And the simulation result shows that this algorithm not only overcome the influence of carrier frequency offset but also eliminate the carrier frequency offset. Comparing with the traditional algorithm this algorithm can reduce the complication of the calculation, and the estimation range can be expanded to 2 times. Furthermore, the precise estimation can be acquired as well. © 2009 IEEE.","7","IEEE Standards","Frequency allocation - Frequency estimation - Mobile computing - Orthogonal frequency division multiplexing","Carrier frequency offsets - Estimation range - Exact frequencies - Frequency offset estimation - Frequency offsets - IEEE802.11a - Packet structure - Training symbols","716.3 Radio Systems and Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Minimum cost broadcast routing with forbidden set for Ad-Hoc networks","20091712050270","Yen, Chia-Hung (1); Wang, Hwang-Cheng (1) ","(1) Department of Electronic Engineering, National Ilan University, Taiwan ","Yen, C. -H.(r9542003@niu.edu.tw) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","20-25","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.345","4797080","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","In many wireless applications, it is necessary for one device in an ad-hoc network to send data to all the other devices. In this paper, broadcast routing algorithms that aim to minimize the cost of the routing path are proposed. A new cost model is formulated by taking into account the remaining battery energy and battery discharge profile at each node. A minimum cost broadcast routing scheme based on spanning tree algorithm is presented. A second routing protocol is obtained by incorporating the notion of forbidden set. The difference between these and other approaches is highlighted by showing the broadcast trees constructed by each method. Performance is then investigated using several meaningful metrics. The results indicate that the proposed schemes can produce more robust broadcast routes. © 2009 IEEE.","16","Ad hoc networks","Ad hoc networks - Electric batteries - Mobile computing - Network routing - Routing protocols - Trees (mathematics)","Battery discharge - Broadcast routing - Broadcast Tree - Cost modeling - Forbidden set - Minimum cost routing - Spanning tree algorithms - Wireless application","702.1 Electric Batteries - 723 Computer Software, Data Handling and Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Producing techniques of Yunnan variegated copper-ware","20073510790472","Wang, Shaolong ; Jiang, Yehua ; Long, Jinming ","(1) Faculty of Mechanical and Electrical Engineering, Kunming University of Science and Technology, Kunming 650093, China (2) Faculty of Materials and Metallurgy Engineering, Kunming University of Science and Technology, Kunming 650093, China ","Wang, S.(wsl2329@hotmail.com) ","Tezhong Zhuzao Ji Youse Hejin/Special Casting and Nonferrous Alloys","Tezhong Zhuzao Ji Youse Hejin","","Journal Office of Special Casting and Nonferrous Alloys, Hankou, 430022, China","27","7","567-569","July 2007","","","","2007","Chinese","10012249","","","","","","","","","","TZJHEE","Journal article (JA)","Yunnan variegated copperware is a unique folk art in the Yunnan province. The key processes to produce variegated copperware are described, and the effects of alloy components, materials of cast mould and emergent and coloring agent on the variegated pattern were paid attention to. The factors influencing the variegated copperware were presented. The results demonstrate that the desirable variegated pattern can be observed with 6% Zn content in the variegated copperware. The irregular variegated pattern can be formed in sand mold casting while particle variegated pattern can be observed in the permanent mold. In addition, the variegated copperware is almost independent on the emergent and coloring agent.","10",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Single carrier frequency domain equalizer for underwater wireless communication","20091712046754","He, CHengbing (1); Huang, Jianguo (1); Zhang, Qunfei (1); Shen, Xiaohong (1) ","(1) College of Marine Engineering, Northwestern Polytechnical University, Xi'an, Shaanxi, 710072, China ","He, C. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","186-190","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.24","4796982","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","Single carrier modulation with frequency domain equalizer is proposed for underwater acoustic channel. An unique training sequence, viewed as cyclic prefix, is inserted into transmitted sequences so that low complexity minimum mean square error (MMSE) frequency domain equalization (FDE) is used for combating the inter-symbol interference in the receivers. Maximum likelihood estimation for robust initial phase error and Doppler shift are derived by using training sequence. The receiver estimates the initial phase error, Doppler shift and underwater acoustic channel block-by-block. Compare to zero padding or cyclic prefix of single carrier modulation, training sequence has the potential to provide more accurate estimation than decision-directed methods and alleviate the time-scale effect caused by significant Doppler shift for wideband acoustic signal. The proposed UWA communication system with single transmitter and single receiver has been tested in practical South China Sea on June 2007. At a distance of 30 km, the data rates of 450 bps and 900 bps are achieved with uncoded bit error rates of 4 out of 8333 (BPSK) and 103 out of 16666 (QPSK). © 2009 IEEE.","18","Underwater acoustics","Carrier communication - Doppler effect - Equalizers - Errors - Frequency domain analysis - Maximum likelihood estimation - Mean square error - Mobile computing - Modulation","Accurate estimation - Frequency domain equalization - Frequency-domain equalizers - Minimum mean square errors (MMSE) - Single carrier frequency domain equalizer - Single carrier modulation - Underwater acoustic channels - Wireless communications","713.5 Electronic Circuits Other Than Amplifiers, Oscillators, Modulators, Limiters, Discriminators or Mixers - 751.1 Acoustic Waves - 921.3 Mathematical Transformations - 922 Statistical Methods - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stair-heating characteristics of solar heat pump system in strawberry greenhouse","20184406012559","Tang, Yilian (1); Li, Ming (1); Ma, Xun (1); Emam, Reda Hassanien (1, 2) ","(1) Solar Energy Research Institute, Yunnan Normal University, Kunming; 650500, China (2) Agricultural Engineering Department, Faculty of Agriculture, Cairo University, Cairo; 12613, Egypt ","Li, Ming(lmllldy@126.com) ","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","","Chinese Society of Agricultural Engineering","34","13","239-245","July 1, 2018","","","","2018","Chinese","10026819","","","","10.11975/j.issn.1002-6819.2018.13.029","","","","","","NGOXEO","Journal article (JA)","Greenhouse cultivation can provide a good planting environment for strawberry growth. Using solar heat pump system to heat strawberry greenhouse in winter can not only utilize new energy effectively, but also encourage strawberries to be marketed early and increase their yield and quality. Stereoscopic planting in greenhouse can improve the utilization of space. In order to explore the optimal height of the multistoried heating in the greenhouse, and to match the coefficient of performance (COP) values of the solar heat pump system, a stair-heating mode was designed in this paper. Two greenhouses with the same size were built in Yunnan Normal University, with 20 strawberry plants grown in each greenhouse, using the 'Jingzangxiang' strawberry variety as experimental material. One of the greenhouses was heated by solar heat pump system, which consisted of evacuated tube solar collector, heat pump, water tank and stair-heating system, another one was normal greenhouse without heating system. Strawberries were planted in potted substrates, and the strawberry pots were placed on the steps in the solar greenhouse, while the other strawberry pots were placed on the ground in the normal greenhouse. In this experiment, the temperature and humidity in two greenhouses were analyzed. The temperatures in solar greenhouse in sunny and cloudy days were analyzed separately. In the solar greenhouse, the air temperatures were measured at the height of 0.5, 1.0, 1.5 and 2.0 m above the ground, and the temperature measurements were carried out separately in sunny days and cloudy days. Furthermore, the quality and yield of strawberry were also compared in the solar greenhouse with stair-heating and the normal greenhouse. In addition, the COP values of the solar heat pump system were measured in sunny days and cloudy days. The results showed that the COP value of solar heat pump system was between 3.02-5.15 in winter in the monsoon climate area of the northern subtropical low latitude plateau. When the weather was sunny, the temperature curves at different spatial altitudes were also different because of the influence of solar radiation. The maximum air temperature at 2.0 m in heated greenhouse was as high as 40.4 in sunny days, which exceeded the temperature range required for strawberry growth, and the maximum air temperature at the height of 1.0 and 1.5 m was 31.6 and 34.2 , respectively, which were within the temperature range required for strawberry growth. The highest night-time heating efficiency was located at 1.5 m. When the average ambient temperature was 8.4 in cloudy day, the daily average air temperature ranges of 1.0 and 1.5 m were 14.1 and 16.9 in solar greenhouse. In the case of the same COP value provided by the heating system, the stair- heating characteristics of the solar greenhouse showed that heating at heights of 1.0 m to 1.5 m from the ground could obtain a temperature environment with a daily average air temperature of 15.5 , and the heating effect was good. Strawberry production in solar greenhouse was 1.56 times of that in normal greenhouses. The average soluble solids content of strawberries grown in solar greenhouse was 10.5% which was higher than that in normal greenhouse. Therefore, the yield and quality of strawberries grown in solar greenhouse are higher than those in normal greenhouse. In addition, the yield and quality of strawberry located at the 1.0 m stair was best with the maximum of the single fruit being 32.3 g and the soluble solid content being 12.5%. In general, when 55 water circulating cascade heating system is used, the temperature in the heights of 1.0 m from the ground is more suitable for strawberry growth. © 2018, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","33","Greenhouses","Atmospheric temperature - Fruits - Greenhouse effect - Heat pump systems - Heating equipment - Pumps - Solar energy - Solar heating - Stairs - Stereo image processing - Temperature measurement - Water tanks","Average air temperature - Coefficient of Performance - Evacuated tube solar collector - Experimental materials - Heat pumps - Strawberry - Temperature and humidities - Temperature environments","402 Buildings and Towers - 443.1 Atmospheric Properties - 446.1 Water Supply Systems - 616.1 Heat Exchange Equipment and Components - 618.2 Pumps - 657.1 Solar Energy and Phenomena - 723.2 Data Processing and Image Processing - 821.4 Agricultural Products - 821.6 Farm Buildings and Other Structures - 944.6 Temperature Measurements",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Improvement of the decision-directed frequency tracking algorithm for OFDM systems","20091712046775","Zheng, Laibo (1); Cao, Yewen (1) ","(1) Information Science and Engineering School, Shandong University, Jinan, 250100, China ","Zheng, L.(zhenglaibo@sdu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","293-297","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.175","4797004","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","In this paper, we first analyze a kind of decisiondirected frequency tracking algorithm for OFDM systems, and the approximation in derivation of the estimation result, and then we propose an iterative algorithm. In most cases, the frequency offset can be estimated and compensated within one OFDM symbol by using the iterative algorithm. This results in a shortened convergence time. The Cramer-Rao Low Band for the algorithm is derived too, and the simulation results show that the estimation results are close to the Cramer-Rao Low Band. © 2009 IEEE.","10","Iterative methods","Approximation algorithms - Frequency allocation - Frequency estimation - Mobile computing - Orthogonal frequency division multiplexing - Tracking (position)","Convergence time - Decision-directed - Estimation results - Frequency offsets - Frequency tracking - Iterative algorithm - OFDM symbols - OFDM systems","716.3 Radio Systems and Equipment - 921 Mathematics - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on blind equalization algorithm of modified RLS based on canonical correlation analysis","20091712046792","Shunlan, Liu (1); Fu, Zhu (1); Jianhong, Hu (1) ","(1) Department of Communications Engineering, Hangzhou Dianzi University, Hangzhou 310018, China ","Shunlan, L. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","377-380","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.155","4797022","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","In this paper, a new blind equalization algorithm suitable for single-input multiple-output (SIMO) systems is introduced based on recursive least squares algorithm and canonical correlation analysis (CCA-RLS), and a modified recursive least squares algorithm with variable forgetting factor based on canonical correlation analysis (CCA-MRLS) is proposed. Combining CCA with MRLS, CCA-MRLS algorithm is applied to SIMO systems. Unlike other approaches, the CCA-RLS obtains simultaneously the optimal equalizers as well as the best combination of their outputs. The simulation results demonstrate that the proposed CCA-MRLS algorithm can offer good convergence characteristics and has a faster convergence speed, lower residual inter-symbol interference than CCA-RLS after convergence. © 2009 IEEE.","5","Blind equalization","Correlation methods - Mobile computing","Blind equalization algorithm - Canonical correlation analysis - Convergence characteristics - Faster convergence - Recursive least squares algorithms - SIMO system - Single input multiple output systems - Variable forgetting factors","922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A medium access control of prioritized contention access in ultra wide band home networks","20091712050328","Jin, Tian (1) ","(1) National Mobile Communications Research Laboratory, Southeast University, Nanjing, 210096, China ","Jin, T.(tj.tech@postel.com.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","317-321","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.358","4797140","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","Wireless Personal Area Networks (WPANs) are becoming a popular way of networking computer equipments in the home and office. In order to support differentiated Quality-of-Service (QoS) in WPANs, the ECMA-368 Prioritized Contention Access (PCA) protocol allocates multiple Access Categories (ACs) with different priorities, inter-frame spaces, and contention window sizes. This paper presents an improved Medium Access Control (MAC) scheme to enhance the QoS of WPANs based on the idea of using the different increasing functions for each AC to enlarge the size of contention window in the case of transmission collision. The performance of this improved scheme under multimedia applications is extensively investigated and compared with the original ECMA-368 PCA using the well-known network simulator NS-2. The results show that this scheme is able to achieve higher throughput and medium utilization than the original ECMA-368 PCA. Moreover, it provides a good prioritization level between multiple ACs. © 2009 IEEE.","9","Medium access control","Broadband networks - Home networks - Mobile computing - Personal communication systems - Quality of service - Ultra-wideband (UWB) - Wireless local area networks (WLAN)","Contention window size - Differentiated quality of services - ECMA-368 - Medium access control(MAC) - Multimedia applications - Prioritized contention access - Prioritized contention accesses (PCA) - Wireless personal area networks","716 Telecommunication; Radar, Radio and Television - 716.3 Radio Systems and Equipment - 717 Optical Communication - 718 Telephone Systems and Related Technologies; Line Communications - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A color video watermarking algorithm based on DTCWT and motion estimation","20091712050457","Tang, Xianghong (1); Chen, Liping (1) ","(1) School of Communication Engineering, Hangzhou Dianzi University, Hangzhou Zhejiang 310018, China ","Tang, X.(tangxh@hdu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","413-417","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.110","4797287","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","In this paper, we unify the characteristic that motion region is retained in MPEG encoding and human visual system (HVS), propose a color video watermarking algorithm based on dual tree complex wavelet transform (DTCWT) and motion estimation. The watermark is embedded in motion block with highly texture, which analyzed by DTCWT with its attractive properties of shift invariance and good directional selectivity. The simulation results show that the algorithm is robust to AWGN, MPEG coding at high compression ratio, frame drop, frame average and frame swap. © 2009 IEEE.","8","Motion estimation","Digital watermarking - Mobile computing - Motion Picture Experts Group standards - Textures - Trees (mathematics) - Wavelet transforms","Color video - Directional selectivity - Dual tree complex wavelet transform (DT-CWT) - High compression ratio - Human visual systems - Motion region - MPEG coding - Shift invariance","723.2 Data Processing and Image Processing - 921.3 Mathematical Transformations - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Pre-binding update fast handover control using IEEE 802.21 MIH over 802.16e networks","20091712050345","Huang, Hsu-Hung (1); Wu, Jung-Shry (1) ","(1) Department of Communication Engineering, National Central University, No.300, Jhongda Rd., Jhongli City, Taoyuan County 32001, Taiwan ","Huang, H. -H.(93543004@cc.ncu.edu.tw) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","417-421","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.274","4797159","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","Cross-layer design is proposed to facilitate network layer handover in RFC4068 fast handover mobile IPv6. However, when FMIPv6 operation enters into reactive mode or wrong handover anticipation, it will result in significant connection disruption and packet loss. Our research is focused on network layer handover issue based on IEEE 802.16e wireless network. We present an architecture which uses the idea of Binding Update in advance to accelerate FMIPv6 operation, and also uses 802.21 media independent handover services to trigger network layer handover to avoid incorrect handover prediction and reduce the transmission of signal. A simulation comparison with FMIPv6 over 802.16e is presented and a computational signal cost analysis is also performed to verify these different methods. © 2009 IEEE.","12","IEEE Standards","Mobile computing - Network layers","Binding update - Cost analysis - Cross-layer design - Fast handovers - Handover prediction - IEEE 802.16e wireless networks - Media independent handover - Simulation comparison","723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Novel and high-quality measurement study of commercial CDN-P2P live streaming","20091712050441","Xuening, Liu (1); Hao, Yin (1); Chuang, Lin (1) ","(1) Computer Science and Technology Department, Tsinghua University, Beijing, China ","Xuening, L.(xliu@csnet1.cs.tsinghua.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","325-329","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.152","4797271","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","Content Delivery Network (CDN) and Peer-to-Peer (P2P) are two well-known techniques for the efficient distribution of video streams. We have designed and implemented a large-scale live streaming system by integrating the advantages of CDN and P2P technologies to overcome their own limitations. The system was commercially deployed by ChinaCache, one of the largest CDN companies in China. To the best of our knowledge, it is the first commercial CDNP2P hybrid live streaming system that primarily adopts UDP transmissions among the end users. By leveraging a large set of log traces collected from the real system, we present important measurement results on various performance metrics, defined as resource allocation, dynamics, and user experience. The performance results demonstrate that the system holds the charming characters of scaling, fairness, and stability. The study of such a real system provides valuable insights into the future development and improvement of video stream technologies. © 2009 IEEE.","13","Peer to peer networks","Distributed computer systems - Mobile computing - Video streaming","Content delivery network - High-quality measurements - Live streaming - P2P technologies - Performance metrics - Real systems - UDP transmission - User experience","722 Computer Systems and Equipment - 722.4 Digital Computers and Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A data collection protocol for local mobile sensor network","20091712046822","Zeng, Bin (1); Wei, Jun (1); Liu, Haiqing (1) ","(1) Department of Management, Naval University of Engineering, Wuhan, 430030, China ","Zeng, B.(zbtrueice@163.com) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","523-527","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.40","4797052","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","In future pervasive computing environments, applications should be able to automatically adapt to their changing context such as environment status and system conditions. Therefore, context information collection is an ignored yet significant research area. An efficient sensor data collection protocol is studied in this paper for a sensor header (collector) to continuously collect data from mobile nodes in its local access area, where the mobile node refers to a relatively tiny sensor often fixed on a mobile object without high precision antenna to sense carriers emitted by other nodes. The protocol consists of registration phase when one-to-many access model is used to identify the local nodes and data collection phase when the efficient one-to-one access model can be incorporated based on the result of first phase. Furthermore, the critical performance parameters are derived to analyze and control the runtime execution of the protocol. Simulation results show that the protocol performance improves in a wide mobility range by appropriately controlling the system parameters. © 2009 IEEE.","7","Data acquisition","Antennas - Mobile computing - Sensor networks - Ubiquitous computing","Context information - Critical performance parameters - Data collection protocols - Mobile sensor networks - Pervasive computing environment - Protocol performance - Run-time execution - Sensor data collections","723.2 Data Processing and Image Processing - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A network substrate for Peer-to-Peer Grid Computing beyond embarrassingly parallel applications","20091712050395","Schulz, Sven (1); Blochinger, Wolfgang (1); Poths, Mathias (1) ","(1) University of Tübingen, Symbolic Computation Group Sand14, D-72076 Tübingen, Germany ","Schulz, S.(schulzs@informatik.uni-tuebingen.de) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","60-68","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.74","4797221","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","Embarrassingly parallel Grid applications require no inter-worker interaction. Thus, the underlying communication infrastructure is based on the simple but well understood client/server execution model. This is no longer sufficient if more demanding parallel applications that require true Peer-to-Peer interaction are to be deployed on Grids. In this paper, we propose the industrial-strength eXtensible Messaging and Presence Protocol (XMPP) as a network substrate for these non-trivial Peer-to-Peer Grid Computing applications. © 2009 IEEE.","26","Grid computing","Mobile computing - Peer to peer networks","Communication infrastructure - Execution model - Extensible messaging and presence protocols - Industrial strength - Parallel application - Parallel grids - Peer to peer grid computing - Peer-to-peer interaction","722 Computer Systems and Equipment - 722.4 Digital Computers and Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
